item_id	split	lexicality	length	morphology	lichtheim_exposure_status
wfe_0682	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0683	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0684	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0685	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0686	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0687	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0688	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0690	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0691	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0692	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0693	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0694	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0695	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0697	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0698	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0699	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0700	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0701	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0702	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0704	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0705	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0706	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0707	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0712	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0713	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0714	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0715	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0718	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0719	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0721	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0722	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0723	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0724	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0725	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0726	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0728	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0729	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0730	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0731	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0732	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0733	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0735	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0736	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0737	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0738	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0740	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0741	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0742	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0743	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0744	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0747	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0748	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0749	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0750	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0752	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0757	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0758	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0759	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0761	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0762	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0763	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0764	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0765	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0766	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0768	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0769	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0772	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0773	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0774	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0775	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0776	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0779	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0780	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0782	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0783	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0784	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0785	train	real	5	simple	TRAINED_REAL_EXACT
wfe_0786	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0787	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0788	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0789	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0792	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0793	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0794	train	real	4	simple	TRAINED_REAL_EXACT
wfe_0796	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0797	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0798	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0799	train	real	3	simple	TRAINED_REAL_EXACT
wfe_0800	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0801	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0802	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0803	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0805	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0806	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0807	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0808	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0809	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0810	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0811	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0812	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0813	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0815	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0816	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0818	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0819	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0820	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0821	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0822	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0823	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0824	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0825	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0826	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0827	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0828	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0829	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0830	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0831	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0832	train	pseudo	9	simple	NOVEL_PSEUDOWORD
wfe_0833	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0834	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0836	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0838	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0840	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0841	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0845	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0846	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0850	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0851	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0853	train	pseudo	3	complex	NOVEL_PSEUDOWORD
wfe_0854	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0855	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0856	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0857	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0858	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0860	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0861	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0863	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0864	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0865	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0866	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0867	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0868	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0869	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0870	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0872	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0873	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0874	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0875	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0877	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0879	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0880	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0881	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0882	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0883	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0884	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0885	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0886	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0887	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0888	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0891	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0892	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0893	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0894	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0895	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0898	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0899	train	pseudo	4	complex	NOVEL_PSEUDOWORD
wfe_0900	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0901	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0902	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0903	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0904	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0905	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0906	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0907	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0908	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0909	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0910	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0911	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0914	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0915	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0917	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0920	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0921	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0922	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0923	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0924	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0926	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0927	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0929	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0930	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0932	train	pseudo	5	complex	NOVEL_PSEUDOWORD
wfe_0933	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0934	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0935	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0936	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0937	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0938	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0939	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0941	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0944	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0947	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0948	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0949	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0950	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0951	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0953	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0954	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0955	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0956	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0957	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0958	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0959	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0960	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0961	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0962	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0963	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0964	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0965	train	pseudo	7	complex	NOVEL_PSEUDOWORD
wfe_0966	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0967	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0968	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0969	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0970	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0971	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0972	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0973	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0974	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0976	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0978	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0979	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0981	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0982	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0985	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0987	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0988	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0989	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0990	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0991	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0992	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0993	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0994	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0995	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0997	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0998	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_0999	train	pseudo	8	complex	NOVEL_PSEUDOWORD
wfe_1000	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1001	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1002	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1003	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1004	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1005	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1006	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1007	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1010	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1011	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1012	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1013	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1014	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1016	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1018	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1019	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1020	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1023	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1024	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1025	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1027	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1028	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1029	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1030	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1031	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1032	train	pseudo	9	complex	NOVEL_PSEUDOWORD
wfe_1033	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1034	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1036	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1037	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1040	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1041	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1043	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1045	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1046	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1047	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1048	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1049	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1050	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1051	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1053	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1054	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1058	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1059	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1060	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1061	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1062	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1063	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1064	train	pseudo	3	simple	NOVEL_PSEUDOWORD
wfe_1066	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1067	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1068	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1069	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1071	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1073	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1074	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1076	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1077	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1078	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1079	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1080	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1081	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1082	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1083	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1084	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1086	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1087	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1089	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1091	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1092	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1093	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1095	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1097	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1099	train	pseudo	4	simple	NOVEL_PSEUDOWORD
wfe_1100	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1101	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1103	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1104	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1105	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1107	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1108	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1109	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1110	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1111	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1112	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1113	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1114	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1115	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1116	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1117	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1118	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1119	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1121	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1122	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1123	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1124	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1125	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1128	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1129	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1130	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1131	train	pseudo	5	simple	NOVEL_PSEUDOWORD
wfe_1134	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1135	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1136	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1137	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1138	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1140	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1142	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1143	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1144	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1145	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1146	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1147	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1148	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1149	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1151	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1152	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1154	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1155	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1156	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1157	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1158	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1159	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1160	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1161	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1162	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1163	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1164	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1165	train	pseudo	7	simple	NOVEL_PSEUDOWORD
wfe_1166	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1167	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1168	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1169	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1170	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1172	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1173	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1175	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1176	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1177	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1179	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1180	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1181	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1182	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1183	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1184	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1185	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1186	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1187	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1188	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1190	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1191	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1192	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1193	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1195	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1196	train	pseudo	8	simple	NOVEL_PSEUDOWORD
wfe_1197	train	pseudo	8	simple	NOVEL_PSEUDOWORD
