ARTIFACT	RESULT_FAMILY	SOURCE_OUTPUT_PATH	CURATED_PATH	TYPE	SOURCE_RUN	SOURCE_COMMIT	SOURCE_CHECKPOINT	SOURCE_CHECKPOINT_SHA256	INCLUDED	EXCLUSION_REASON	NOTES
trajectory.tsv	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3c_multitask_123_replexfull_subset3288_seed22/trajectory.tsv	runs/phase3c_multitask_123_replexfull_subset3288_seed22/trajectory.tsv	TSV	phase3c_multitask_123_replexfull_subset3288_seed22	439316e09b3c79ad5740fbffaecafacfa4a3558f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3C full-lexicon repetition rehearsal to 800k (MT Fig 2, 3, backup)
final_epoch_100.pt	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_c3_flat_seed22/final_epoch_100.pt	(not curated)	checkpoint	phase2b_c3_flat_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=a384404883c8a39104e154b7f1e90d0d85c68311bbb9511de6e150b8008fb02b; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_100.pt	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_n0_naming_seed22/final_epoch_100.pt	(not curated)	checkpoint	phase2b_n0_naming_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=f267f9166e9f5592c8f528c274310aa945c98ba67b85fe0572c17ad9d1f02ddb; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_3850.pt	C_comprehension_acquisition	outputs/naming_comprehension_93a577f/phase2d3_c3_subset3288_stress_seed22/final_epoch_3850.pt	(not curated)	checkpoint	phase2d3_c3_subset3288_stress_seed22	c8da3631b8a13326c029d47fc3304b545734c74d	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=b606c892dbcb8adf61072acf7808a90869c5dca9ca07c50a12c464c01bdfdf88; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_600.pt	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2f_n0_representative3288_seed22/final_epoch_600.pt	(not curated)	checkpoint	phase2f_n0_representative3288_seed22	bb45299eb7e51fa32953259333e7174b79e67de2	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=5ee3f4e86369ed1b5d536f1660030e087f9df872a7b5d08283ce6e54a47339a6; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_1250.pt	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2g_n0_representative10000_seed22/final_epoch_1250.pt	(not curated)	checkpoint	phase2g_n0_representative10000_seed22	14571e5a7ce939ce1d3414b234937b8a18764469	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=fbccb84705d99c2bb9e128e55856b5ac227771dc9390e5a6b8b972d01e0bdeb8; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_3000.pt	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2h_n0_fulllexicon_3000_seed22/final_epoch_3000.pt	(not curated)	checkpoint	phase2h_n0_fulllexicon_3000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=500d9fff765a9d2cc329c7acc8ff5fa4e215e2d134f1cbedbf3dab85b2bb394a; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_1300.pt	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockB_10000_seed22/final_epoch_1300.pt	(not curated)	checkpoint	phase2i_n0_repblockB_10000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=3be7ea6e67880646e5b33547cd80324867c615748e860702ceb93467792d0030; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_1200.pt	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockC_9571_seed22/final_epoch_1200.pt	(not curated)	checkpoint	phase2i_n0_repblockC_9571_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=fe543b9c3b4ae4377ed3b1b57e082b49f9ce013c88fb82e42d4002a99e34f313; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_epoch_1500.pt	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2j_n0_sequential_A_then_B_seed22/final_epoch_1500.pt	(not curated)	checkpoint	phase2j_n0_sequential_A_then_B_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=6f498813cd17fbe643caa2ddfcd19dd63c1f5725abfa39396dc300ee1dbca8f7; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_step_400000.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3a_multitask_123_subset3288_seed22/final_step_400000.pt	(not curated)	checkpoint	phase3a_multitask_123_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=5f3a6634e4404e256135a04b728324a0e44b31047f7a4a5e91089ca3484c86f7; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
resume_checkpoint.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3a_multitask_123_subset3288_seed22/resume_checkpoint.pt	(not curated)	checkpoint	phase3a_multitask_123_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=11fe45c66ac7be6b7a147eccce8d47efc3ac083d3bd31fcde9e83c32b2f21f30; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_step_780000.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/final_step_780000.pt	(not curated)	checkpoint	phase3b_multitask_123_continue400k_to800k_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=21efca03e72f9234d6b3fd93da1b1dd7765506ba59c9b1408966d1d9469d0ca6; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
resume_checkpoint.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/resume_checkpoint.pt	(not curated)	checkpoint	phase3b_multitask_123_continue400k_to800k_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=a31930680429798367253b6fd8318cf5d71be0bb8b8642a4a1fdb9acd32b9ff1; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
final_step_800000.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3c_multitask_123_replexfull_subset3288_seed22/final_step_800000.pt	(not curated)	checkpoint	phase3c_multitask_123_replexfull_subset3288_seed22	439316e09b3c79ad5740fbffaecafacfa4a3558f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=caf2c048cdac08dab0c6585b9af067ebcccc156281d61c8f33eebada586dbf39; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
resume_checkpoint.pt	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3c_multitask_123_replexfull_subset3288_seed22/resume_checkpoint.pt	(not curated)	checkpoint	phase3c_multitask_123_replexfull_subset3288_seed22	439316e09b3c79ad5740fbffaecafacfa4a3558f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	model checkpoint - never versioned in normal Git history	produced-artifact sha256=f0058b2e44c81a97d14a06d5a8c4f18e16998c3e006b655e226d320e95b4e34f; hash-referenced here, retained on local disk and intended for external release alongside the canonical bundle
per_item.tsv	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed19_e0155/per_item.tsv	(not curated)	TSV	seed19_e0155	3d0ce67d910020875bb994b13403049d4d223dda	seed_19_epoch_0155.pt	7d05f9c2ad5a53e705f7d55ccde2581754918938d8ca888da35c0a859666478e	no	large per-item table (~7.7 MB each, ~30.9 MB total) not required by any reported aggregate or by any current figure	size=7731323 bytes; every reported frozen-baseline number is an aggregate already present in cohort_summary.json / cohort_by_seed.tsv / summary.json; referenced by source path only
per_item.tsv	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed20_e0130/per_item.tsv	(not curated)	TSV	seed20_e0130	3d0ce67d910020875bb994b13403049d4d223dda	seed_20_epoch_0130.pt	b44548b6916ea89c6f099402b78031063445e572932acee8dd7558a73dfc6cfb	no	large per-item table (~7.7 MB each, ~30.9 MB total) not required by any reported aggregate or by any current figure	size=7720426 bytes; every reported frozen-baseline number is an aggregate already present in cohort_summary.json / cohort_by_seed.tsv / summary.json; referenced by source path only
per_item.tsv	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed21_e0145/per_item.tsv	(not curated)	TSV	seed21_e0145	3d0ce67d910020875bb994b13403049d4d223dda	seed_21_epoch_0145.pt	ab58092e7c2bfac42ab977352e6d5d6416ca605b71a3eacb777300060b30f5cf	no	large per-item table (~7.7 MB each, ~30.9 MB total) not required by any reported aggregate or by any current figure	size=7728787 bytes; every reported frozen-baseline number is an aggregate already present in cohort_summary.json / cohort_by_seed.tsv / summary.json; referenced by source path only
per_item.tsv	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed22_e0140/per_item.tsv	(not curated)	TSV	seed22_e0140	3d0ce67d910020875bb994b13403049d4d223dda	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	no	large per-item table (~7.7 MB each, ~30.9 MB total) not required by any reported aggregate or by any current figure	size=7733123 bytes; every reported frozen-baseline number is an aggregate already present in cohort_summary.json / cohort_by_seed.tsv / summary.json; referenced by source path only
