item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
3047	cables	10	3049	K EY B AH L Z	6	0.000328	1	0.543236255645752	0.543236255645752	0.45676374435424805	0.7866889834403992	0.1194111704826355	2.009723663330078	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	1	K EY B AH L Z	BOTH_CORRECT	BOTH_CORRECT
3048	cotton	10	3050	K AA T AH N	5	0.000328	1	0.5389634966850281	0.5389634966850281	0.4610365033149719	0.7780852913856506	0.20366430282592773	1.4886422157287598	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	1	K AA T AH N	BOTH_CORRECT	BOTH_CORRECT
3049	bluetooth	10	3051	B L UW T UW TH	6	0.000328	1	0.5152769088745117	0.5152769088745117	0.4847230911254883	0.7305633425712585	0.2864570617675781	1.4563151597976685	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	1	B L UW T UW TH	BOTH_CORRECT	BOTH_CORRECT
3050	controlled	10	3052	K AH N T R OW L D	8	0.000328	1	0.5531289577484131	0.5531289577484131	0.4468710422515869	0.806660532951355	0.14200139045715332	1.6824334859848022	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	1	K AH N T R OW L D	BOTH_CORRECT	BOTH_CORRECT
3051	authorities	10	3053	AH TH AO R AH T IY Z	8	0.000328	1	0.5642247200012207	0.5642247200012207	0.4357752799987793	0.8291629552841187	0.09309864044189453	2.75966477394104	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	1	AH TH AO R AH T IY Z	BOTH_CORRECT	BOTH_CORRECT
3052	biology	10	3054	B AY AA L AH JH IY	7	0.000327	1	0.5782872438430786	0.5782872438430786	0.4217127561569214	0.8578731417655945	0.200797438621521	1.870859146118164	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	1	B AY AA L AH JH IY	BOTH_CORRECT	BOTH_CORRECT
3053	dental	10	3055	D EH N T AH L	6	0.000327	1	0.5450443625450134	0.5450443625450134	0.4549556374549866	0.79033362865448	0.2442249059677124	1.383879542350769	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	1	D EH N T AH L	BOTH_CORRECT	BOTH_CORRECT
3054	killed	10	3056	K IH L D	4	0.000327	1	0.5393798351287842	0.5393798351287842	0.4606201648712158	0.7789231538772583	0.09828215837478638	5.002669811248779	1	K IH L D	1	K IH L D	1	K IH L D	1	K IH L D	1	K IH L D	1	K IH L D	1	K IH L D	1	K IH L D	BOTH_CORRECT	BOTH_CORRECT
3055	border	10	3057	B AO R D ER	5	0.000327	1	0.5531941652297974	0.5531941652297974	0.44680583477020264	0.8067925572395325	0.12043803930282593	1.905968427658081	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	1	B AO R D ER	BOTH_CORRECT	BOTH_CORRECT
3056	ancient	10	3058	EY N CH AH N T	6	0.000327	1	0.5820198655128479	0.5820198655128479	0.4179801344871521	0.8655352592468262	0.2663956880569458	1.11519455909729	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	1	EY N CH AH N T	BOTH_CORRECT	BOTH_CORRECT
3057	debate	10	3059	D AH B EY T	5	0.000327	1	0.5608857870101929	0.5608857870101929	0.43911421298980713	0.8223788738250732	0.2189750075340271	1.9895589351654053	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	1	D AH B EY T	BOTH_CORRECT	BOTH_CORRECT
3058	starts	10	3060	S T AA R T S	6	0.000327	1	0.5699501633644104	0.5699501633644104	0.4300498366355896	0.8408238887786865	0.15356874465942383	1.4665546417236328	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	1	S T AA R T S	BOTH_CORRECT	BOTH_CORRECT
3059	pregnancy	10	3061	P R EH G N AH N S IY	9	0.000327	1	0.5669128894805908	0.5669128894805908	0.4330871105194092	0.8346333503723145	0.22212034463882446	1.3069567680358887	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	1	P R EH G N AH N S IY	BOTH_CORRECT	BOTH_CORRECT
3060	causes	10	3062	K AA Z AH Z	5	0.000327	1	0.5452080368995667	0.5452080368995667	0.45479196310043335	0.7906636595726013	0.07680302858352661	2.894963264465332	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	1	K AA Z AH Z	BOTH_CORRECT	BOTH_CORRECT
3061	arkansas	10	3063	AA R K AH N S AA	7	0.000326	1	0.5302523374557495	0.5302523374557495	0.4697476625442505	0.7605786919593811	0.10510116815567017	5.026151657104492	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	1	AA R K AH N S AA	BOTH_CORRECT	BOTH_CORRECT
3062	biography	10	3064	B AY AA G R AH F IY	8	0.000326	1	0.5718839168548584	0.5718839168548584	0.4281160831451416	0.8447708487510681	0.14076197147369385	1.70503568649292	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	1	B AY AA G R AH F IY	BOTH_CORRECT	BOTH_CORRECT
3063	leisure	10	3065	L EH ZH ER	4	0.000326	1	0.5581641793251038	0.5581641793251038	0.44183582067489624	0.8168573975563049	0.33556824922561646	1.0661044120788574	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	1	L EH ZH ER	BOTH_CORRECT	BOTH_CORRECT
3064	attractions	10	3066	AH T R AE K SH AH N Z	9	0.000326	1	0.5713357329368591	0.5713357329368591	0.42866426706314087	0.843651533126831	0.11989092826843262	1.4978435039520264	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	1	AH T R AE K SH AH N Z	BOTH_CORRECT	BOTH_CORRECT
3065	learned	10	3067	L ER N D	4	0.000326	1	0.5484641194343567	0.5484641194343567	0.4515358805656433	0.797233521938324	0.11103123426437378	3.785614252090454	1	L ER N D	1	L ER N D	1	L ER N D	1	L ER N D	1	L ER N D	1	L ER N D	1	L ER N D	1	L ER N D	BOTH_CORRECT	BOTH_CORRECT
3066	notebook	10	3068	N OW T B UH K	6	0.000326	1	0.5441498160362244	0.5441498160362244	0.45585018396377563	0.7885302305221558	0.19703859090805054	1.217664361000061	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	1	N OW T B UH K	BOTH_CORRECT	BOTH_CORRECT
3067	explorer	10	3069	IH K S P L AO R ER	8	0.000326	1	0.5366880893707275	0.5366880893707275	0.46331191062927246	0.7735082507133484	0.29553303122520447	1.152841329574585	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	1	IH K S P L AO R ER	BOTH_CORRECT	BOTH_CORRECT
3068	historic	10	3070	HH IH S T AO R IH K	8	0.000326	1	0.5575705766677856	0.5575705766677856	0.44242942333221436	0.8156540393829346	0.24483555555343628	1.1226850748062134	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	1	HH IH S T AO R IH K	BOTH_CORRECT	BOTH_CORRECT
3069	attached	10	3071	AH T AE CH T	5	0.000326	1	0.5610108375549316	0.5610108375549316	0.43898916244506836	0.8226327300071716	0.272449791431427	1.146144986152649	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	1	AH T AE CH T	BOTH_CORRECT	BOTH_CORRECT
3070	opened	10	3072	OW P AH N D	5	0.000326	1	0.556401789188385	0.556401789188385	0.443598210811615	0.813285768032074	0.17788225412368774	1.4521514177322388	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	1	OW P AH N D	BOTH_CORRECT	BOTH_CORRECT
3071	husband	10	3073	HH AH Z B AH N D	7	0.000325	1	0.5601052641868591	0.5601052641868591	0.43989473581314087	0.8207945823669434	0.06312274932861328	4.49825382232666	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	1	HH AH Z B AH N D	BOTH_CORRECT	BOTH_CORRECT
3072	disabled	10	3074	D IH S EY B AH L D	8	0.000325	1	0.5454617142677307	0.5454617142677307	0.4545382857322693	0.7911751866340637	0.23622643947601318	1.1439887285232544	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	1	D IH S EY B AH L D	BOTH_CORRECT	BOTH_CORRECT
3073	authorized	10	3075	AO TH ER AY Z D	6	0.000325	1	0.5651983022689819	0.5651983022689819	0.43480169773101807	0.8311433792114258	0.23030167818069458	1.287610650062561	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	1	AO TH ER AY Z D	BOTH_CORRECT	BOTH_CORRECT
3074	crazy	10	3076	K R EY Z IY	5	0.000325	1	0.570038914680481	0.570038914680481	0.42996108531951904	0.8410049676895142	0.2524241805076599	1.3693249225616455	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	1	K R EY Z IY	BOTH_CORRECT	BOTH_CORRECT
3075	upcoming	10	3077	AH P K AH M IH NG	7	0.000325	1	0.5551882386207581	0.5551882386207581	0.44481176137924194	0.8108280301094055	0.17469453811645508	1.502658486366272	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	1	AH P K AH M IH NG	BOTH_CORRECT	BOTH_CORRECT
3076	britain	10	3078	B R IH T AH N	6	0.000325	1	0.532891571521759	0.532891571521759	0.46710842847824097	0.7658782601356506	0.16741538047790527	1.8892111778259277	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	1	B R IH T AH N	BOTH_CORRECT	BOTH_CORRECT
3077	concert	10	3079	K AA N S ER T	6	0.000325	1	0.5685493350028992	0.5685493350028992	0.43145066499710083	0.8379674553871155	0.09208190441131592	2.0619754791259766	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	1	K AA N S ER T	BOTH_CORRECT	BOTH_CORRECT
3078	retirement	10	3080	R IY T AY ER M AH N T	9	0.000325	1	0.5471715927124023	0.5471715927124023	0.45282840728759766	0.7946245670318604	0.22995507717132568	1.4632594585418701	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	1	R IY T AY ER M AH N T	BOTH_CORRECT	BOTH_CORRECT
3079	scores	10	3081	S K AO R Z	5	0.000325	1	0.5085607767105103	0.5085607767105103	0.49143922328948975	0.7171231508255005	0.16079264879226685	2.477637767791748	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	1	S K AO R Z	BOTH_CORRECT	BOTH_CORRECT
3080	financing	10	3082	F AH N AE N S IH NG	8	0.000324	1	0.5429297685623169	0.5429297685623169	0.4570702314376831	0.7860714793205261	0.11625534296035767	3.7845253944396973	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	1	F AH N AE N S IH NG	BOTH_CORRECT	BOTH_CORRECT
3081	efficiency	10	3083	IH F IH SH AH N S IY	8	0.000324	1	0.5668216943740845	0.5668216943740845	0.4331783056259155	0.8344476819038391	0.22228920459747314	1.3234074115753174	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	1	IH F IH SH AH N S IY	BOTH_CORRECT	BOTH_CORRECT
3082	comedy	10	3084	K AA M AH D IY	6	0.000324	1	0.5617157816886902	0.5617157816886902	0.4382842183113098	0.8240640759468079	0.197895348072052	1.9372186660766602	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	1	K AA M AH D IY	BOTH_CORRECT	BOTH_CORRECT
3083	adopted	10	3085	AH D AA P T IH D	7	0.000324	1	0.534709095954895	0.534709095954895	0.465290904045105	0.7695300579071045	0.1355171799659729	2.318650722503662	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	1	AH D AA P T IH D	BOTH_CORRECT	BOTH_CORRECT
3084	efficient	10	3086	IH F IH SH AH N T	7	0.000324	1	0.5490419268608093	0.5490419268608093	0.4509580731391907	0.7984001040458679	0.21306133270263672	2.028057813644409	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	1	IH F IH SH AH N T	BOTH_CORRECT	BOTH_CORRECT
3085	linear	10	3087	L IH N IY ER	5	0.000324	1	0.5445008873939514	0.5445008873939514	0.4554991126060486	0.789237916469574	0.2640992999076843	1.57281494140625	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	1	L IH N IY ER	BOTH_CORRECT	BOTH_CORRECT
3086	commitment	10	3088	K AH M IH T M AH N T	9	0.000324	1	0.573668360710144	0.573668360710144	0.42633163928985596	0.8484169840812683	0.2268543243408203	1.7841522693634033	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	1	K AH M IH T M AH N T	BOTH_CORRECT	BOTH_CORRECT
3087	specialty	10	3089	S P EH SH AH L T IY	8	0.000324	1	0.5724666714668274	0.5724666714668274	0.4275333285331726	0.8459610939025879	0.21840912103652954	1.1036226749420166	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	1	S P EH SH AH L T IY	BOTH_CORRECT	BOTH_CORRECT
3088	bears	10	3090	B EH R Z	4	0.000324	1	0.5224598050117493	0.5224598050117493	0.47754019498825073	0.7449498772621155	0.15852320194244385	1.5323829650878906	1	B EH R Z	1	B EH R Z	1	B EH R Z	1	B EH R Z	1	B EH R Z	1	B EH R Z	1	B EH R Z	1	B EH R Z	BOTH_CORRECT	BOTH_CORRECT
3089	jean	10	3091	JH IY N	3	0.000324	1	0.5143555402755737	0.5143555402755737	0.48564445972442627	0.7287189364433289	0.16209888458251953	1.8198556900024414	1	JH IY N	1	JH IY N	1	JH IY N	1	JH IY N	1	JH IY N	1	JH IY N	1	JH IY N	1	JH IY N	BOTH_CORRECT	BOTH_CORRECT
3090	hop	10	3092	HH AA P	3	0.000323	1	0.5148125886917114	0.5148125886917114	0.4851874113082886	0.7296338677406311	0.11591798067092896	2.991912364959717	1	HH AA P	1	HH AA P	1	HH AA P	1	HH AA P	1	HH AA P	1	HH AA P	1	HH AA P	1	HH AA P	BOTH_CORRECT	BOTH_CORRECT
3091	carrier	10	3093	K AE R IY ER	5	0.000323	1	0.544468104839325	0.544468104839325	0.45553189516067505	0.7891718149185181	0.10124236345291138	2.3413352966308594	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	1	K AE R IY ER	BOTH_CORRECT	BOTH_CORRECT
3092	edited	10	3094	EH D AH T AH D	6	0.000323	1	0.5711929798126221	0.5711929798126221	0.42880702018737793	0.8433600664138794	0.17148315906524658	1.3962888717651367	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	1	EH D AH T AH D	BOTH_CORRECT	BOTH_CORRECT
3093	constant	10	3095	K AA N S T AH N T	8	0.000323	1	0.5524159669876099	0.5524159669876099	0.44758403301239014	0.8052184581756592	0.2990249991416931	1.1848068237304688	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	1	K AA N S T AH N T	BOTH_CORRECT	BOTH_CORRECT
3094	visa	10	3096	V IY Z AH	4	0.000323	1	0.5276428461074829	0.5276428461074829	0.4723571538925171	0.7553421258926392	0.2116197943687439	1.5842111110687256	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	1	V IY Z AH	BOTH_CORRECT	BOTH_CORRECT
3095	mouth	10	3097	M AW TH	3	0.000323	1	0.5531325340270996	0.5531325340270996	0.4468674659729004	0.8066677451133728	0.26903462409973145	1.3896393775939941	1	M AW TH	1	M AW TH	1	M AW TH	1	M AW TH	1	M AW TH	1	M AW TH	1	M AW TH	1	M AW TH	BOTH_CORRECT	BOTH_CORRECT
3096	jewish	10	3098	JH UW IH SH	4	0.000323	1	0.5675528645515442	0.5675528645515442	0.4324471354484558	0.8359368443489075	0.19287490844726562	1.2408649921417236	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	1	JH UW IH SH	BOTH_CORRECT	BOTH_CORRECT
3097	meter	10	3099	M IY T ER	4	0.000323	1	0.5474255681037903	0.5474255681037903	0.4525744318962097	0.7951371073722839	0.10285335779190063	1.8513190746307373	1	M IY T ER	1	M IY T ER	1	M IY T ER	1	M IY T ER	1	M IY T ER	1	M IY T ER	1	M IY T ER	1	M IY T ER	BOTH_CORRECT	BOTH_CORRECT
3098	linked	10	3100	L IH NG K T	5	0.000323	1	0.5688182711601257	0.5688182711601257	0.43118172883987427	0.8385156393051147	0.21051764488220215	1.1963597536087036	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	1	L IH NG K T	BOTH_CORRECT	BOTH_CORRECT
3099	portland	10	3101	P AO R T L AH N D	8	0.000322	1	0.5547891855239868	0.5547891855239868	0.4452108144760132	0.8100200891494751	0.24005061388015747	1.4028210639953613	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	1	P AO R T L AH N D	BOTH_CORRECT	BOTH_CORRECT
3100	interviews	10	3102	IH N T ER V Y UW Z	8	0.000322	1	0.5678905844688416	0.5678905844688416	0.43210941553115845	0.8366249203681946	0.17355656623840332	1.3390549421310425	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	1	IH N T ER V Y UW Z	BOTH_CORRECT	BOTH_CORRECT
3101	concepts	10	3103	K AA N S EH P T S	8	0.000322	1	0.5842466950416565	0.5842466950416565	0.4157533049583435	0.8701156377792358	0.11509662866592407	1.8276317119598389	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	1	K AA N S EH P T S	BOTH_CORRECT	BOTH_CORRECT
3102	gun	10	3104	G AH N	3	0.000322	1	0.5303305983543396	0.5303305983543396	0.4696694016456604	0.7607357501983643	0.12840068340301514	2.644395589828491	1	G AH N	1	G AH N	1	G AH N	1	G AH N	1	G AH N	1	G AH N	1	G AH N	1	G AH N	BOTH_CORRECT	BOTH_CORRECT
3103	reflect	10	3105	R IH F L EH K T	7	0.000322	1	0.5751175880432129	0.5751175880432129	0.4248824119567871	0.8513810038566589	0.07152736186981201	2.6800734996795654	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	1	R IH F L EH K T	BOTH_CORRECT	BOTH_CORRECT
3104	pure	10	3106	P Y UH R	4	0.000322	1	0.5404651165008545	0.5404651165008545	0.4595348834991455	0.7811076641082764	0.2723693251609802	1.534771203994751	1	P Y UH R	1	P Y UH R	1	P Y UH R	1	P Y UH R	1	P Y UH R	1	P Y UH R	1	P Y UH R	1	P Y UH R	BOTH_CORRECT	BOTH_CORRECT
3105	deliver	10	3107	D IH L IH V ER	6	0.000322	1	0.5738187432289124	0.5738187432289124	0.42618125677108765	0.848724365234375	0.14188623428344727	1.6882890462875366	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	1	D IH L IH V ER	BOTH_CORRECT	BOTH_CORRECT
3106	wonder	10	3108	W AH N D ER	5	0.000322	1	0.5513357520103455	0.5513357520103455	0.44866424798965454	0.8030346035957336	0.19753634929656982	3.0014240741729736	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	1	W AH N D ER	BOTH_CORRECT	BOTH_CORRECT
3107	hell	10	3109	HH EH L	3	0.000322	1	0.5165926218032837	0.5165926218032837	0.4834073781967163	0.7331974506378174	0.21746820211410522	2.329960823059082	1	HH EH L	1	HH EH L	1	HH EH L	1	HH EH L	1	HH EH L	1	HH EH L	1	HH EH L	1	HH EH L	BOTH_CORRECT	BOTH_CORRECT
3108	lessons	10	3110	L EH S AH N Z	6	0.000322	1	0.5746979117393494	0.5746979117393494	0.42530208826065063	0.8505223989486694	0.11943888664245605	1.6888015270233154	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	1	L EH S AH N Z	BOTH_CORRECT	BOTH_CORRECT
3109	fruit	10	3111	F R UW T	4	0.000321	1	0.5524837374687195	0.5524837374687195	0.4475162625312805	0.8053555488586426	0.06628072261810303	3.073241710662842	1	F R UW T	1	F R UW T	1	F R UW T	1	F R UW T	1	F R UW T	1	F R UW T	1	F R UW T	1	F R UW T	BOTH_CORRECT	BOTH_CORRECT
3110	begins	10	3112	B IH G IH N Z	6	0.000321	1	0.5586853623390198	0.5586853623390198	0.4413146376609802	0.8179141879081726	0.13760274648666382	1.8424880504608154	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	1	B IH G IH N Z	BOTH_CORRECT	BOTH_CORRECT
3111	qualified	10	3113	K W AA L AH F AY D	8	0.000321	1	0.5514265894889832	0.5514265894889832	0.44857341051101685	0.8032181262969971	0.16840040683746338	1.3437503576278687	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	1	K W AA L AH F AY D	BOTH_CORRECT	BOTH_CORRECT
3112	reform	10	3114	R AH F AO R M	6	0.000321	1	0.5669782757759094	0.5669782757759094	0.4330217242240906	0.8347665071487427	0.056246936321258545	2.522650718688965	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	1	R AH F AO R M	BOTH_CORRECT	BOTH_CORRECT
3113	lens	10	3115	L EH N Z	4	0.000321	1	0.5073459148406982	0.5073459148406982	0.49265408515930176	0.7146929502487183	0.1877177357673645	1.656416654586792	1	L EH N Z	1	L EH N Z	1	L EH N Z	1	L EH N Z	1	L EH N Z	1	L EH N Z	1	L EH N Z	1	L EH N Z	BOTH_CORRECT	BOTH_CORRECT
3114	alerts	10	3116	AH L ER T S	5	0.000321	1	0.5340083837509155	0.5340083837509155	0.4659916162490845	0.7681219577789307	0.14383023977279663	1.64162278175354	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	1	AH L ER T S	BOTH_CORRECT	BOTH_CORRECT
