item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
7812	conscious	10	7816	K AA N SH AH S	6	0.000128	1	0.53908371925354	0.53908371925354	0.46091628074645996	0.778327226638794	0.24842214584350586	1.6666635274887085	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	1	K AA N SH AH S	BOTH_CORRECT	BOTH_CORRECT
7813	accent	10	7817	AH K S EH N T	6	0.000128	1	0.4924657940864563	0.4924657940864563	0.5075342059135437	0.6849304437637329	0.21441301703453064	2.1976962089538574	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	1	AH K S EH N T	BOTH_CORRECT	BOTH_CORRECT
7814	eleven	10	7818	IH L EH V AH N	6	0.000128	1	0.5196078419685364	0.5196078419685364	0.4803921580314636	0.7392358183860779	0.04438424110412598	9.601700782775879	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	1	IH L EH V AH N	BOTH_CORRECT	BOTH_CORRECT
7815	wives	10	7819	W AY V Z	4	0.000128	1	0.5331997871398926	0.5331997871398926	0.4668002128601074	0.7664973735809326	0.20607119798660278	1.5229454040527344	1	W AY V Z	1	W AY V Z	1	W AY V Z	1	W AY V Z	1	W AY V Z	1	W AY V Z	1	W AY V Z	1	W AY V Z	BOTH_CORRECT	BOTH_CORRECT
7816	ambient	10	7820	AE M B IY AH N T	7	0.000128	1	0.5236875414848328	0.5236875414848328	0.47631245851516724	0.7474105954170227	0.2782078981399536	1.487633228302002	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	1	AE M B IY AH N T	BOTH_CORRECT	BOTH_CORRECT
7817	utilize	10	7821	Y UW T AH L AY Z	7	0.000128	1	0.559212327003479	0.559212327003479	0.440787672996521	0.8189829587936401	0.23759675025939941	1.687866449356079	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	1	Y UW T AH L AY Z	BOTH_CORRECT	BOTH_CORRECT
7818	mileage	10	7822	M AY L AH JH	5	0.000128	1	0.49339041113853455	0.49339041113853455	0.5066095888614655	0.6867799758911133	0.15977907180786133	2.4572970867156982	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	1	M AY L AH JH	BOTH_CORRECT	BOTH_CORRECT
7819	oecd	10	7823	OW IY S IY D IY	6	0.000128	1	0.44223350286483765	0.44223350286483765	0.5577664971351624	0.5839487910270691	0.1772582232952118	9.85216236114502	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	1	OW IY S IY D IY	BOTH_CORRECT	BOTH_CORRECT
7820	prostate	10	7824	P R AA S T EY T	7	0.000128	1	0.5430232882499695	0.5430232882499695	0.4569767117500305	0.7862598896026611	0.10933291912078857	2.4157280921936035	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	1	P R AA S T EY T	BOTH_CORRECT	BOTH_CORRECT
7821	adaptor	10	7825	AH D AE P T ER	6	0.000128	1	0.5384596586227417	0.5384596586227417	0.4615403413772583	0.7770715355873108	0.06660908460617065	2.3000710010528564	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	1	AH D AE P T ER	BOTH_CORRECT	BOTH_CORRECT
7822	auburn	10	7826	AA B ER N	4	0.000128	1	0.4971785843372345	0.4971785843372345	0.5028214156627655	0.6943570971488953	0.20878660678863525	2.9470596313476562	1	AA B ER N	1	AA B ER N	1	AA B ER N	1	AA B ER N	1	AA B ER N	1	AA B ER N	1	AA B ER N	1	AA B ER N	BOTH_CORRECT	BOTH_CORRECT
7823	unlock	10	7827	AH N L AA K	5	0.000128	1	0.5284486413002014	0.5284486413002014	0.4715513586997986	0.7569587826728821	0.31058257818222046	1.2610082626342773	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	1	AH N L AA K	BOTH_CORRECT	BOTH_CORRECT
7824	hyundai	10	7828	HH Y AH N D EY	6	0.000128	1	0.5198681354522705	0.5198681354522705	0.4801318645477295	0.7397571802139282	0.23012858629226685	1.6581740379333496	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	1	HH Y AH N D EY	BOTH_CORRECT	BOTH_CORRECT
7825	pledge	10	7829	P L EH JH	4	0.000128	1	0.5386951565742493	0.5386951565742493	0.46130484342575073	0.7775453925132751	0.17728716135025024	2.483060836791992	1	P L EH JH	1	P L EH JH	1	P L EH JH	1	P L EH JH	1	P L EH JH	1	P L EH JH	1	P L EH JH	1	P L EH JH	BOTH_CORRECT	BOTH_CORRECT
7826	vampire	10	7830	V AE M P AY R	6	0.000128	1	0.5351437330245972	0.5351437330245972	0.46485626697540283	0.7704035043716431	0.24574947357177734	1.4826953411102295	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	1	V AE M P AY R	BOTH_CORRECT	BOTH_CORRECT
7827	angela	10	7831	AE N JH AH L AH	6	0.000128	1	0.48056069016456604	0.48056069016456604	0.519439309835434	0.6611018180847168	0.16538041830062866	7.933349609375	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	1	AE N JH AH L AH	BOTH_CORRECT	BOTH_CORRECT
7828	relates	10	7832	R IH L EY T S	6	0.000128	1	0.5511689782142639	0.5511689782142639	0.4488310217857361	0.802697479724884	0.17831987142562866	1.6265144348144531	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	1	R IH L EY T S	BOTH_CORRECT	BOTH_CORRECT
7829	nitrogen	10	7833	N AY T R AH JH AH N	8	0.000128	1	0.5584845542907715	0.5584845542907715	0.4415154457092285	0.8175070285797119	0.212948739528656	1.9153512716293335	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	1	N AY T R AH JH AH N	BOTH_CORRECT	BOTH_CORRECT
7830	xerox	10	7834	Z IH R AA K S	6	0.000128	1	0.5185939073562622	0.5185939073562622	0.4814060926437378	0.7372050285339355	0.1902906894683838	2.02730655670166	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	1	Z IH R AA K S	BOTH_CORRECT	BOTH_CORRECT
7831	dice	10	7835	D AY S	3	0.000128	1	0.48083627223968506	0.48083627223968506	0.5191637277603149	0.6616537570953369	0.2187589406967163	3.218527317047119	1	D AY S	1	D AY S	1	D AY S	1	D AY S	1	D AY S	1	D AY S	1	D AY S	1	D AY S	BOTH_CORRECT	BOTH_CORRECT
7832	merger	10	7836	M ER JH ER	4	0.000128	1	0.5334118008613586	0.5334118008613586	0.46658819913864136	0.7669233679771423	0.1526976227760315	1.7239456176757812	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	1	M ER JH ER	BOTH_CORRECT	BOTH_CORRECT
7833	softball	10	7837	S AO F T B AO L	7	0.000128	1	0.5602834224700928	0.5602834224700928	0.4397165775299072	0.8211561441421509	0.1328357458114624	1.7995599508285522	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	1	S AO F T B AO L	BOTH_CORRECT	BOTH_CORRECT
7834	referrals	10	7838	R IH F ER AH L Z	7	0.000128	1	0.5258308053016663	0.5258308053016663	0.47416919469833374	0.7517075538635254	0.17241859436035156	1.5683097839355469	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	1	R IH F ER AH L Z	BOTH_CORRECT	BOTH_CORRECT
7835	quad	10	7839	K W AA D	4	0.000128	1	0.49072957038879395	0.49072957038879395	0.509270429611206	0.6814571022987366	0.2972121834754944	1.6885952949523926	1	K W AA D	1	K W AA D	1	K W AA D	1	K W AA D	1	K W AA D	1	K W AA D	1	K W AA D	1	K W AA D	BOTH_CORRECT	BOTH_CORRECT
7836	dock	10	7840	D AA K	3	0.000128	1	0.4993487596511841	0.4993487596511841	0.5006512403488159	0.6986975073814392	0.25387054681777954	1.7003426551818848	1	D AA K	1	D AA K	1	D AA K	1	D AA K	1	D AA K	1	D AA K	1	D AA K	1	D AA K	BOTH_CORRECT	BOTH_CORRECT
7837	differently	10	7841	D IH F R AH N T L IY	9	0.000128	1	0.5602242946624756	0.5602242946624756	0.4397757053375244	0.821036159992218	0.22140729427337646	1.4648629426956177	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	1	D IH F R AH N T L IY	BOTH_CORRECT	BOTH_CORRECT
7838	nextel	10	7842	N EH K S T EH L	7	0.000128	1	0.5303495526313782	0.5303495526313782	0.4696504473686218	0.7607738375663757	0.20083552598953247	1.5418025255203247	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	1	N EH K S T EH L	BOTH_CORRECT	BOTH_CORRECT
7839	framing	10	7843	F R EY M IH NG	6	0.000128	1	0.5192052125930786	0.5192052125930786	0.4807947874069214	0.7384293675422668	0.19235998392105103	1.6034049987792969	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	1	F R EY M IH NG	BOTH_CORRECT	BOTH_CORRECT
7840	musician	10	7844	M Y UW Z IH SH AH N	8	0.000127	1	0.579885721206665	0.579885721206665	0.42011427879333496	0.8611520528793335	0.14954346418380737	2.4377129077911377	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	1	M Y UW Z IH SH AH N	BOTH_CORRECT	BOTH_CORRECT
7841	blocking	10	7845	B L AA K IH NG	6	0.000127	1	0.5457960963249207	0.5457960963249207	0.45420390367507935	0.791849672794342	0.12652099132537842	1.9171607494354248	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	1	B L AA K IH NG	BOTH_CORRECT	BOTH_CORRECT
7842	rwanda	10	7846	R AH W AA N D AH	7	0.000127	1	0.5663160681724548	0.5663160681724548	0.43368393182754517	0.8334181308746338	0.08115428686141968	3.2124924659729004	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	1	R AH W AA N D AH	BOTH_CORRECT	BOTH_CORRECT
7843	sorts	10	7847	S AO R T S	5	0.000127	1	0.5294009447097778	0.5294009447097778	0.47059905529022217	0.7588697671890259	0.09816652536392212	3.5654916763305664	1	S AO R T S	1	S AO R T S	1	S AO R T S	1	S AO R T S	1	S AO R T S	1	S AO R T S	1	S AO R T S	1	S AO R T S	BOTH_CORRECT	BOTH_CORRECT
7844	limiting	10	7848	L IH M AH T IH NG	7	0.000127	1	0.562029242515564	0.562029242515564	0.43797075748443604	0.8247008919715881	0.18438708782196045	1.7052444219589233	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	1	L IH M AH T IH NG	BOTH_CORRECT	BOTH_CORRECT
7845	dispatch	10	7849	D IH S P AE CH	6	0.000127	1	0.4993353486061096	0.4993353486061096	0.5006646513938904	0.6986707448959351	0.09384524822235107	2.365375518798828	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	1	D IH S P AE CH	BOTH_CORRECT	BOTH_CORRECT
7846	revisions	10	7850	R IY V IH ZH AH N Z	8	0.000127	1	0.5536094307899475	0.5536094307899475	0.4463905692100525	0.807632565498352	0.0926404595375061	1.7312911748886108	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	1	R IY V IH ZH AH N Z	BOTH_CORRECT	BOTH_CORRECT
7847	papua	10	7851	P AE P Y UW AH	6	0.000127	1	0.5316895842552185	0.5316895842552185	0.4683104157447815	0.7634642124176025	0.15891724824905396	2.027846574783325	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	1	P AE P Y UW AH	BOTH_CORRECT	BOTH_CORRECT
7848	restored	10	7852	R IH S T AO R D	7	0.000127	1	0.5675635933876038	0.5675635933876038	0.43243640661239624	0.83595871925354	0.2761402726173401	1.0490849018096924	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	1	R IH S T AO R D	BOTH_CORRECT	BOTH_CORRECT
7849	hint	10	7853	HH IH N T	4	0.000127	1	0.5258824229240417	0.5258824229240417	0.47411757707595825	0.751811146736145	0.11971771717071533	2.4339869022369385	1	HH IH N T	1	HH IH N T	1	HH IH N T	1	HH IH N T	1	HH IH N T	1	HH IH N T	1	HH IH N T	1	HH IH N T	BOTH_CORRECT	BOTH_CORRECT
7850	armor	10	7854	AA R M ER	4	0.000127	1	0.5433969497680664	0.5433969497680664	0.4566030502319336	0.7870127558708191	0.11934691667556763	1.7321726083755493	1	AA R M ER	1	AA R M ER	1	AA R M ER	1	AA R M ER	1	AA R M ER	1	AA R M ER	1	AA R M ER	1	AA R M ER	BOTH_CORRECT	BOTH_CORRECT
7851	riders	10	7855	R AY D ER Z	5	0.000127	1	0.5547410845756531	0.5547410845756531	0.4452589154243469	0.8099227547645569	0.15758460760116577	1.3959320783615112	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	1	R AY D ER Z	BOTH_CORRECT	BOTH_CORRECT
7852	chargers	10	7856	CH AA R JH ER Z	6	0.000127	1	0.5327798128128052	0.5327798128128052	0.4672201871871948	0.7656537890434265	0.28800225257873535	1.153152585029602	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	1	CH AA R JH ER Z	BOTH_CORRECT	BOTH_CORRECT
7853	remark	10	7857	R IH M AA R K	6	0.000127	1	0.5538464784622192	0.5538464784622192	0.44615352153778076	0.8081122040748596	0.07036745548248291	2.3138651847839355	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	1	R IH M AA R K	BOTH_CORRECT	BOTH_CORRECT
7854	dozens	10	7858	D AH Z AH N Z	6	0.000127	1	0.5541346073150635	0.5541346073150635	0.4458653926849365	0.8086951971054077	0.02877652645111084	3.6186394691467285	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	1	D AH Z AH N Z	BOTH_CORRECT	BOTH_CORRECT
7855	varies	10	7859	V EH R IY Z	5	0.000127	1	0.5157164335250854	0.5157164335250854	0.48428356647491455	0.7314432263374329	0.030822813510894775	5.4585747718811035	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	1	V EH R IY Z	BOTH_CORRECT	BOTH_CORRECT
7856	reasoning	10	7860	R IY Z AH N IH NG	7	0.000127	1	0.5265122652053833	0.5265122652053833	0.4734877347946167	0.7530742883682251	0.1919829249382019	2.616971492767334	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	1	R IY Z AH N IH NG	BOTH_CORRECT	BOTH_CORRECT
7857	liz	10	7861	L IH Z	3	0.000127	1	0.4894121289253235	0.4894121289253235	0.5105878710746765	0.6788210272789001	0.04043233394622803	27.521459579467773	1	L IH Z	1	L IH Z	1	L IH Z	1	L IH Z	1	L IH Z	1	L IH Z	1	L IH Z	1	L IH Z	BOTH_CORRECT	BOTH_CORRECT
7858	rendered	10	7862	R EH N D ER D	6	0.000127	1	0.5455800890922546	0.5455800890922546	0.45441991090774536	0.7914139032363892	0.15400129556655884	1.4054524898529053	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	1	R EH N D ER D	BOTH_CORRECT	BOTH_CORRECT
7859	picking	10	7863	P IH K IH NG	5	0.000127	1	0.5397616028785706	0.5397616028785706	0.46023839712142944	0.7796915173530579	0.23865121603012085	1.5715351104736328	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	1	P IH K IH NG	BOTH_CORRECT	BOTH_CORRECT
7860	charitable	10	7864	CH AE R AH T AH B AH L	9	0.000127	1	0.5397458672523499	0.5397458672523499	0.46025413274765015	0.7796598076820374	0.19695168733596802	1.6639617681503296	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	1	CH AE R AH T AH B AH L	BOTH_CORRECT	BOTH_CORRECT
7861	guards	10	7865	G AA R D Z	5	0.000127	1	0.5354415774345398	0.5354415774345398	0.4645584225654602	0.7710022330284119	0.13628244400024414	2.3162572383880615	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	1	G AA R D Z	BOTH_CORRECT	BOTH_CORRECT
7862	annotated	10	7866	AE N AH T EY T IH D	8	0.000127	1	0.5381591320037842	0.5381591320037842	0.4618408679962158	0.7764669060707092	0.18804514408111572	1.6325271129608154	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	1	AE N AH T EY T IH D	BOTH_CORRECT	BOTH_CORRECT
7863	ccd	10	7867	S IY S IY D IY	6	0.000127	1	0.5249348282814026	0.5249348282814026	0.4750651717185974	0.7499110102653503	0.355040967464447	1.1295430660247803	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	1	S IY S IY D IY	BOTH_CORRECT	BOTH_CORRECT
7864	convinced	10	7868	K AH N V IH N S T	8	0.000127	1	0.560527503490448	0.560527503490448	0.439472496509552	0.8216515779495239	0.19148969650268555	2.825921058654785	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	1	K AH N V IH N S T	BOTH_CORRECT	BOTH_CORRECT
7865	openings	10	7869	OW P AH N IH NG Z	7	0.000127	1	0.5098732709884644	0.5098732709884644	0.49012672901153564	0.7197490930557251	0.19567668437957764	1.629167079925537	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	1	OW P AH N IH NG Z	BOTH_CORRECT	BOTH_CORRECT
7866	buys	10	7870	B AY Z	3	0.000127	1	0.5323009490966797	0.5323009490966797	0.4676990509033203	0.764691948890686	0.10422337055206299	2.200037956237793	1	B AY Z	1	B AY Z	1	B AY Z	1	B AY Z	1	B AY Z	1	B AY Z	1	B AY Z	1	B AY Z	BOTH_CORRECT	BOTH_CORRECT
7867	burlington	10	7871	B ER L IH NG T AH N	8	0.000127	1	0.5208837389945984	0.5208837389945984	0.4791162610054016	0.741791844367981	0.2633737623691559	2.02785587310791	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	1	B ER L IH NG T AH N	BOTH_CORRECT	BOTH_CORRECT
7868	replacing	10	7872	R IH P L EY S IH NG	8	0.000127	1	0.52609783411026	0.52609783411026	0.47390216588974	0.7522431015968323	0.19155526161193848	1.541435956954956	1	R IH P L EY S IH NG	1	R IH P L EY S IH NG	0	B EY NG NG K W IH T	1	R IH P L EY S IH NG	1	R IH P L EY S IH NG	1	R IH P L EY S IH NG	0	B EY NG NG K W IH T	1	R IH P L EY S IH NG	WM_ONLY_CORRECT	WM_ONLY_CORRECT
7869	researcher	10	7873	R IY S ER CH ER	6	0.000127	1	0.5548354387283325	0.5548354387283325	0.4451645612716675	0.810113787651062	0.08854901790618896	2.4665961265563965	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	1	R IY S ER CH ER	BOTH_CORRECT	BOTH_CORRECT
7870	watershed	10	7874	W AO T ER SH EH D	7	0.000127	1	0.5487796664237976	0.5487796664237976	0.4512203335762024	0.7978706359863281	0.3005259335041046	1.10175621509552	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	1	W AO T ER SH EH D	BOTH_CORRECT	BOTH_CORRECT
7871	councils	10	7875	K AW N S AH L Z	7	0.000127	1	0.5328001379966736	0.5328001379966736	0.4671998620033264	0.7656946778297424	0.21408236026763916	1.5483603477478027	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	1	K AW N S AH L Z	BOTH_CORRECT	BOTH_CORRECT
7872	acknowledged	10	7876	AE K N AA L IH JH D	8	0.000127	1	0.5401108264923096	0.5401108264923096	0.45988917350769043	0.780394434928894	0.16051340103149414	4.3530097007751465	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	1	AE K N AA L IH JH D	BOTH_CORRECT	BOTH_CORRECT
7873	nudity	10	7877	N UW D IH T IY	6	0.000127	1	0.5369472503662109	0.5369472503662109	0.46305274963378906	0.7740294933319092	0.19148629903793335	1.5097744464874268	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	1	N UW D IH T IY	BOTH_CORRECT	BOTH_CORRECT
7874	kruger	10	7878	K R UW G ER	5	0.000127	1	0.5181703567504883	0.5181703567504883	0.4818296432495117	0.7363567352294922	0.3991250693798065	1.2161610126495361	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	1	K R UW G ER	BOTH_CORRECT	BOTH_CORRECT
7875	pockets	10	7879	P AA K AH T S	6	0.000127	1	0.5351099967956543	0.5351099967956543	0.4648900032043457	0.7703357338905334	0.25008130073547363	1.4243038892745972	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	1	P AA K AH T S	BOTH_CORRECT	BOTH_CORRECT
7876	granny	10	7880	G R AE N IY	5	0.000127	1	0.49523666501045227	0.49523666501045227	0.5047633349895477	0.6904730796813965	0.22624608874320984	2.796983480453491	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	1	G R AE N IY	BOTH_CORRECT	BOTH_CORRECT
7877	pork	10	7881	P AO R K	4	0.000127	1	0.5334507822990417	0.5334507822990417	0.46654921770095825	0.7670016288757324	0.05734735727310181	5.32907247543335	1	P AO R K	1	P AO R K	1	P AO R K	1	P AO R K	1	P AO R K	1	P AO R K	1	P AO R K	1	P AO R K	BOTH_CORRECT	BOTH_CORRECT
7878	viral	10	7882	V AY R AH L	5	0.000127	1	0.5094698071479797	0.5094698071479797	0.49053019285202026	0.7189418077468872	0.05524802207946777	10.247098922729492	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	1	V AY R AH L	BOTH_CORRECT	BOTH_CORRECT
7879	inquire	10	7883	IH N K W AY R	6	0.000127	1	0.5122942924499512	0.5122942924499512	0.48770570755004883	0.7245935201644897	0.24844872951507568	1.4916155338287354	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	1	IH N K W AY R	BOTH_CORRECT	BOTH_CORRECT
