item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
8484	ware	10	8488	W EH R	3	0.000118	1	0.5638222098350525	0.5638222098350525	0.4361777901649475	0.8283445239067078	0.18131786584854126	5.945847034454346	1	W EH R	1	W EH R	1	W EH R	1	W EH R	1	W EH R	1	W EH R	1	W EH R	1	W EH R	BOTH_CORRECT	BOTH_CORRECT
8485	fossil	10	8489	F AA S AH L	5	0.000118	1	0.5045653581619263	0.5045653581619263	0.49543464183807373	0.7091310024261475	0.2649970054626465	2.021146535873413	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	1	F AA S AH L	BOTH_CORRECT	BOTH_CORRECT
8486	mia	10	8490	M IY AH	3	0.000118	1	0.4672386348247528	0.4672386348247528	0.5327613651752472	0.6343832015991211	0.18700158596038818	6.876326084136963	1	M IY AH	1	M IY AH	1	M IY AH	1	M IY AH	1	M IY AH	1	M IY AH	1	M IY AH	1	M IY AH	BOTH_CORRECT	BOTH_CORRECT
8487	hometown	10	8491	HH OW M T AW N	6	0.000118	1	0.5420324206352234	0.5420324206352234	0.4579675793647766	0.7842636704444885	0.35196641087532043	1.1605583429336548	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	1	HH OW M T AW N	BOTH_CORRECT	BOTH_CORRECT
8488	badly	10	8492	B AE D L IY	5	0.000118	1	0.5177697539329529	0.5177697539329529	0.4822302460670471	0.7355544567108154	0.25334447622299194	1.9644006490707397	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	1	B AE D L IY	BOTH_CORRECT	BOTH_CORRECT
8489	apollo	10	8493	AH P AA L OW	5	0.000118	1	0.5240809917449951	0.5240809917449951	0.4759190082550049	0.7481992840766907	0.34059181809425354	1.1805769205093384	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	1	AH P AA L OW	BOTH_CORRECT	BOTH_CORRECT
8490	wan	10	8494	W AA N	3	0.000118	1	0.45259562134742737	0.45259562134742737	0.5474043786525726	0.6049055457115173	0.09850829839706421	21.022581100463867	1	W AA N	1	W AA N	1	W AA N	1	W AA N	1	W AA N	1	W AA N	1	W AA N	1	W AA N	BOTH_CORRECT	BOTH_CORRECT
8491	persian	10	8495	P ER ZH AH N	5	0.000118	1	0.57318115234375	0.57318115234375	0.42681884765625	0.8474210500717163	0.2777717709541321	1.033155918121338	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	1	P ER ZH AH N	BOTH_CORRECT	BOTH_CORRECT
8492	communist	10	8496	K AA M Y AH N AH S T	9	0.000118	1	0.5614832639694214	0.5614832639694214	0.4385167360305786	0.823591947555542	0.24738454818725586	1.2055686712265015	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	1	K AA M Y AH N AH S T	BOTH_CORRECT	BOTH_CORRECT
8493	handmade	10	8497	HH AE N D M EY D	7	0.000118	1	0.5369243621826172	0.5369243621826172	0.4630756378173828	0.773983359336853	0.29754430055618286	1.6097309589385986	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	1	HH AE N D M EY D	BOTH_CORRECT	BOTH_CORRECT
8494	greene	10	8498	G R IY N	4	0.000118	1	0.5277699828147888	0.5277699828147888	0.4722300171852112	0.7555971741676331	0.1832926869392395	2.5702266693115234	1	G R IY N	1	G R IY N	1	G R IY N	1	G R IY N	1	G R IY N	1	G R IY N	1	G R IY N	1	G R IY N	BOTH_CORRECT	BOTH_CORRECT
8495	robots	10	8499	R OW B AA T S	6	0.000118	1	0.5570889711380005	0.5570889711380005	0.4429110288619995	0.8146780729293823	0.0990486741065979	1.841102957725525	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	1	R OW B AA T S	BOTH_CORRECT	BOTH_CORRECT
8496	grenada	10	8500	G R IH N EY D AH	7	0.000118	1	0.5310473442077637	0.5310473442077637	0.46895265579223633	0.762174665927887	0.1409013271331787	2.971667766571045	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	1	G R IH N EY D AH	BOTH_CORRECT	BOTH_CORRECT
8497	creations	10	8501	K R IY EY SH AH N Z	8	0.000118	1	0.5485695600509644	0.5485695600509644	0.45143043994903564	0.7974463701248169	0.3711942732334137	1.191341757774353	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	1	K R IY EY SH AH N Z	BOTH_CORRECT	BOTH_CORRECT
8498	jade	10	8502	JH EY D	3	0.000118	1	0.47768133878707886	0.47768133878707886	0.5223186612129211	0.6553329825401306	0.24643674492835999	3.3088438510894775	1	JH EY D	1	JH EY D	1	JH EY D	1	JH EY D	1	JH EY D	1	JH EY D	1	JH EY D	1	JH EY D	BOTH_CORRECT	BOTH_CORRECT
8499	scoop	10	8503	S K UW P	4	0.000118	1	0.5166395306587219	0.5166395306587219	0.4833604693412781	0.7332913279533386	0.28317034244537354	2.026716709136963	1	S K UW P	1	S K UW P	1	S K UW P	1	S K UW P	1	S K UW P	1	S K UW P	1	S K UW P	1	S K UW P	BOTH_CORRECT	BOTH_CORRECT
8500	foul	10	8504	F AW L	3	0.000118	1	0.5263616442680359	0.5263616442680359	0.4736383557319641	0.7527722716331482	0.2938646078109741	1.4208236932754517	1	F AW L	1	F AW L	1	F AW L	1	F AW L	1	F AW L	1	F AW L	1	F AW L	1	F AW L	BOTH_CORRECT	BOTH_CORRECT
8501	keno	10	8505	K IY N OW	4	0.000118	1	0.520715057849884	0.520715057849884	0.47928494215011597	0.7414538264274597	0.3825337290763855	1.1965073347091675	1	K IY N OW	1	K IY N OW	1	K IY N OW	1	K IY N OW	1	K IY N OW	1	K IY N OW	1	K IY N OW	1	K IY N OW	BOTH_CORRECT	BOTH_CORRECT
8502	earning	10	8506	ER N IH NG	4	0.000118	1	0.5686392188072205	0.5686392188072205	0.43136078119277954	0.838150680065155	0.10983246564865112	1.938158631324768	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	1	ER N IH NG	BOTH_CORRECT	BOTH_CORRECT
8503	mailman	10	8507	M EY L M AE N	6	0.000118	1	0.5072117447853088	0.5072117447853088	0.49278825521469116	0.7144245505332947	0.34075281023979187	1.4194762706756592	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	1	M EY L M AE N	BOTH_CORRECT	BOTH_CORRECT
8504	sanyo	10	8508	S AA N Y OW	5	0.000118	1	0.5184614658355713	0.5184614658355713	0.4815385341644287	0.7369397282600403	0.13155096769332886	2.015458345413208	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	1	S AA N Y OW	BOTH_CORRECT	BOTH_CORRECT
8505	nested	10	8509	N EH S T AH D	6	0.000118	1	0.5382609367370605	0.5382609367370605	0.46173906326293945	0.7766717672348022	0.31608128547668457	1.2422395944595337	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	1	N EH S T AH D	BOTH_CORRECT	BOTH_CORRECT
8506	excitement	10	8510	IH K S AY T M AH N T	9	0.000118	1	0.5573433637619019	0.5573433637619019	0.44265663623809814	0.8151934742927551	0.27404940128326416	1.3193564414978027	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	1	IH K S AY T M AH N T	BOTH_CORRECT	BOTH_CORRECT
8507	somalia	10	8511	S AH M AA L IY AH	7	0.000117	1	0.5441147685050964	0.5441147685050964	0.45588523149490356	0.7884595990180969	0.16400659084320068	2.6175456047058105	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	1	S AH M AA L IY AH	BOTH_CORRECT	BOTH_CORRECT
8508	movers	10	8512	M UW V ER Z	5	0.000117	1	0.5006349682807922	0.5006349682807922	0.49936503171920776	0.7012699246406555	0.203573077917099	1.4522686004638672	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	1	M UW V ER Z	BOTH_CORRECT	BOTH_CORRECT
8509	verbal	10	8513	V ER B AH L	5	0.000117	1	0.5267879962921143	0.5267879962921143	0.47321200370788574	0.753627359867096	0.3540540635585785	1.2713944911956787	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	1	V ER B AH L	BOTH_CORRECT	BOTH_CORRECT
8510	blink	10	8514	B L IH NG K	5	0.000117	1	0.5177140235900879	0.5177140235900879	0.4822859764099121	0.7354428172111511	0.31151333451271057	1.3939242362976074	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	1	B L IH NG K	BOTH_CORRECT	BOTH_CORRECT
8511	presently	10	8515	P R EH Z AH N T L IY	9	0.000117	1	0.5182992815971375	0.5182992815971375	0.48170071840286255	0.7366148829460144	0.17406368255615234	1.671011209487915	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	1	P R EH Z AH N T L IY	BOTH_CORRECT	BOTH_CORRECT
8512	seas	10	8516	S IY Z	3	0.000117	1	0.5460183024406433	0.5460183024406433	0.4539816975593567	0.7922977805137634	0.2072235345840454	1.9141215085983276	1	S IY Z	1	S IY Z	1	S IY Z	1	S IY Z	1	S IY Z	1	S IY Z	1	S IY Z	1	S IY Z	BOTH_CORRECT	BOTH_CORRECT
8513	carlo	10	8517	K AA R L OW	5	0.000117	1	0.5276214480400085	0.5276214480400085	0.47237855195999146	0.7552991509437561	0.21016919612884521	1.7544249296188354	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	1	K AA R L OW	BOTH_CORRECT	BOTH_CORRECT
8514	workflow	10	8518	W ER K F L OW	6	0.000117	1	0.5386072397232056	0.5386072397232056	0.46139276027679443	0.7773684859275818	0.23398786783218384	1.462713599205017	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	1	W ER K F L OW	BOTH_CORRECT	BOTH_CORRECT
8515	mysterious	10	8519	M IH S T IH R IY AH S	9	0.000117	1	0.5534776449203491	0.5534776449203491	0.4465223550796509	0.8073659539222717	0.2652260661125183	1.2876670360565186	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	1	M IH S T IH R IY AH S	BOTH_CORRECT	BOTH_CORRECT
8516	novelty	10	8520	N AA V AH L T IY	7	0.000117	1	0.5448654890060425	0.5448654890060425	0.4551345109939575	0.7899729609489441	0.32613232731819153	1.3172571659088135	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	1	N AA V AH L T IY	BOTH_CORRECT	BOTH_CORRECT
8517	bryant	10	8521	B R AY AH N T	6	0.000117	1	0.504981279373169	0.504981279373169	0.49501872062683105	0.7099629640579224	0.23896357417106628	2.6014184951782227	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	1	B R AY AH N T	BOTH_CORRECT	BOTH_CORRECT
8518	tiles	10	8522	T AY L Z	4	0.000117	1	0.550215482711792	0.550215482711792	0.449784517288208	0.8007705807685852	0.049039483070373535	2.46156644821167	1	T AY L Z	1	T AY L Z	1	T AY L Z	1	T AY L Z	1	T AY L Z	1	T AY L Z	1	T AY L Z	1	T AY L Z	BOTH_CORRECT	BOTH_CORRECT
8519	librarian	10	8523	L AY B R EH R IY AH N	9	0.000117	1	0.5621826648712158	0.5621826648712158	0.4378173351287842	0.8250125050544739	0.28920477628707886	1.1061314344406128	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	1	L AY B R EH R IY AH N	BOTH_CORRECT	BOTH_CORRECT
8520	switched	10	8524	S W IH CH T	5	0.000117	1	0.522911548614502	0.522911548614502	0.47708845138549805	0.7458552718162537	0.12692558765411377	2.0225493907928467	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	1	S W IH CH T	BOTH_CORRECT	BOTH_CORRECT
8521	stockholm	10	8525	S T AA K HH OW L M	8	0.000117	1	0.5588634610176086	0.5588634610176086	0.44113653898239136	0.8182753920555115	0.24732321500778198	1.168013095855713	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	1	S T AA K HH OW L M	BOTH_CORRECT	BOTH_CORRECT
8522	tamil	10	8526	T AH M IH L	5	0.000117	1	0.5113299489021301	0.5113299489021301	0.4886700510978699	0.7226638197898865	0.21922630071640015	1.9795660972595215	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	1	T AH M IH L	BOTH_CORRECT	BOTH_CORRECT
8523	ru	10	8527	R UW	2	0.000117	1	0.4280050992965698	0.4280050992965698	0.5719949007034302	0.5550025105476379	0.14145925641059875	15.239875793457031	1	R UW	1	R UW	1	R UW	1	R UW	1	R UW	1	R UW	1	R UW	1	R UW	BOTH_CORRECT	BOTH_CORRECT
8524	pose	10	8528	P OW Z	3	0.000117	1	0.5224471092224121	0.5224471092224121	0.4775528907775879	0.7449243664741516	0.09855961799621582	3.461751699447632	1	P OW Z	1	P OW Z	1	P OW Z	1	P OW Z	1	P OW Z	1	P OW Z	1	P OW Z	1	P OW Z	BOTH_CORRECT	BOTH_CORRECT
8525	fuzzy	10	8529	F AH Z IY	4	0.000117	1	0.5396782159805298	0.5396782159805298	0.4603217840194702	0.7795236110687256	0.35330313444137573	1.1546250581741333	1	F AH Z IY	1	F AH Z IY	0	F AH L IY	1	F AH Z IY	1	F AH Z IY	1	F AH Z IY	0	F AH L IY	1	F AH Z IY	WM_ONLY_CORRECT	WM_ONLY_CORRECT
8526	indonesian	10	8530	IH N D OW N IY ZH AH N	9	0.000117	1	0.5476576089859009	0.5476576089859009	0.4523423910140991	0.7956054210662842	0.17923986911773682	1.4747319221496582	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	1	IH N D OW N IY ZH AH N	BOTH_CORRECT	BOTH_CORRECT
8527	grams	10	8531	G R AE M Z	5	0.000117	1	0.49330776929855347	0.49330776929855347	0.5066922307014465	0.6866147518157959	0.15549921989440918	2.5595734119415283	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	1	G R AE M Z	BOTH_CORRECT	BOTH_CORRECT
8528	therapist	10	8532	TH EH R AH P AH S T	8	0.000117	1	0.5236896872520447	0.5236896872520447	0.4763103127479553	0.7474148273468018	0.16888004541397095	2.464689254760742	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	1	TH EH R AH P AH S T	BOTH_CORRECT	BOTH_CORRECT
8529	richards	10	8533	R IH CH ER D Z	6	0.000117	1	0.4885914921760559	0.4885914921760559	0.5114085078239441	0.6771789789199829	0.17767947912216187	7.985749244689941	1	R IH CH ER D Z	1	R IH CH ER D Z	0	R IH CH ER D	1	R IH CH ER D Z	1	R IH CH ER D Z	1	R IH CH ER D Z	0	R IH CH ER D	1	R IH CH ER D Z	WM_ONLY_CORRECT	WM_ONLY_CORRECT
8530	budgets	10	8534	B AH JH IH T S	6	0.000117	1	0.5264394879341125	0.5264394879341125	0.47356051206588745	0.7529283761978149	0.12452661991119385	1.7491947412490845	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	1	B AH JH IH T S	BOTH_CORRECT	BOTH_CORRECT
8531	promising	10	8535	P R AA M AH S IH NG	8	0.000117	1	0.5546428561210632	0.5546428561210632	0.44535714387893677	0.809723973274231	0.16922110319137573	1.7107713222503662	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	1	P R AA M AH S IH NG	BOTH_CORRECT	BOTH_CORRECT
8532	goat	10	8536	G OW T	3	0.000117	1	0.5128697752952576	0.5128697752952576	0.48713022470474243	0.7257452011108398	0.16135728359222412	2.414172410964966	1	G OW T	1	G OW T	1	G OW T	1	G OW T	1	G OW T	1	G OW T	1	G OW T	1	G OW T	BOTH_CORRECT	BOTH_CORRECT
8533	render	10	8537	R EH N D ER	5	0.000117	1	0.5343613028526306	0.5343613028526306	0.4656386971473694	0.7688311338424683	0.1066133975982666	2.137134075164795	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	1	R EH N D ER	BOTH_CORRECT	BOTH_CORRECT
8534	carmen	10	8538	K AA R M AH N	6	0.000117	1	0.5063281655311584	0.5063281655311584	0.49367183446884155	0.7126570343971252	0.28575748205184937	1.8630156517028809	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	1	K AA R M AH N	BOTH_CORRECT	BOTH_CORRECT
8535	ira	10	8539	AY R AH	3	0.000117	1	0.49490469694137573	0.49490469694137573	0.5050953030586243	0.6898090243339539	0.3086334466934204	1.6565556526184082	1	AY R AH	1	AY R AH	1	AY R AH	1	AY R AH	1	AY R AH	1	AY R AH	1	AY R AH	1	AY R AH	BOTH_CORRECT	BOTH_CORRECT
8536	sen	10	8540	S EH N	3	0.000117	1	0.43347010016441345	0.43347010016441345	0.5665298998355865	0.5661464929580688	0.11006596684455872	20.397693634033203	1	S EH N	1	S EH N	1	S EH N	1	S EH N	1	S EH N	1	S EH N	1	S EH N	1	S EH N	BOTH_CORRECT	BOTH_CORRECT
8537	thereafter	10	8541	DH EH R AE F T ER	7	0.000117	1	0.5322635769844055	0.5322635769844055	0.4677364230155945	0.7646169066429138	0.17765480279922485	1.625889539718628	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	1	DH EH R AE F T ER	BOTH_CORRECT	BOTH_CORRECT
8538	hardwood	10	8542	HH AA R D W UH D	7	0.000117	1	0.557287335395813	0.557287335395813	0.442712664604187	0.8150799870491028	0.195781409740448	1.301625370979309	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	1	HH AA R D W UH D	BOTH_CORRECT	BOTH_CORRECT
8539	erotica	10	8543	IH R AA T IH K AH	7	0.000117	1	0.5097663998603821	0.5097663998603821	0.4902336001396179	0.7195352911949158	0.09018105268478394	2.518097162246704	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	1	IH R AA T IH K AH	BOTH_CORRECT	BOTH_CORRECT
8540	temporal	10	8544	T EH M P ER AH L	7	0.000117	1	0.5519944429397583	0.5519944429397583	0.4480055570602417	0.8043662309646606	0.24893230199813843	1.3405475616455078	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	1	T EH M P ER AH L	BOTH_CORRECT	BOTH_CORRECT
8541	sail	10	8545	S EY L	3	0.000117	1	0.5571094155311584	0.5571094155311584	0.44289058446884155	0.8147194385528564	0.1221933364868164	2.6456618309020996	1	S EY L	1	S EY L	1	S EY L	1	S EY L	1	S EY L	1	S EY L	1	S EY L	1	S EY L	BOTH_CORRECT	BOTH_CORRECT
8542	forge	10	8546	F AO R JH	4	0.000117	1	0.5090331435203552	0.5090331435203552	0.4909668564796448	0.7180683016777039	0.1986837387084961	2.0354270935058594	1	F AO R JH	1	F AO R JH	1	F AO R JH	1	F AO R JH	1	F AO R JH	1	F AO R JH	1	F AO R JH	1	F AO R JH	BOTH_CORRECT	BOTH_CORRECT
8543	commissioners	10	8547	K AH M IH SH AH N ER Z	9	0.000117	1	0.5438435077667236	0.5438435077667236	0.45615649223327637	0.7879128456115723	0.2020639181137085	1.3504668474197388	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	1	K AH M IH SH AH N ER Z	BOTH_CORRECT	BOTH_CORRECT
8544	dense	10	8548	D EH N S	4	0.000117	1	0.5021162033081055	0.5021162033081055	0.49788379669189453	0.704232394695282	0.17204272747039795	3.09502911567688	1	D EH N S	1	D EH N S	0	D EH N R AH	1	D EH N S	1	D EH N S	1	D EH N S	0	D EH N R AH L	1	D EH N S	WM_ONLY_CORRECT	WM_ONLY_CORRECT
8545	brave	10	8549	B R EY V	4	0.000117	1	0.5093539357185364	0.5093539357185364	0.4906460642814636	0.7187100648880005	0.15472561120986938	3.0953075885772705	1	B R EY V	1	B R EY V	1	B R EY V	1	B R EY V	1	B R EY V	1	B R EY V	1	B R EY V	1	B R EY V	BOTH_CORRECT	BOTH_CORRECT
8546	forwarding	10	8550	F AO R W ER D IH NG	8	0.000117	1	0.546364963054657	0.546364963054657	0.453635036945343	0.7929970622062683	0.3775218427181244	1.0120365619659424	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	1	F AO R W ER D IH NG	BOTH_CORRECT	BOTH_CORRECT
8547	awful	10	8551	AA F AH L	4	0.000117	1	0.5631720423698425	0.5631720423698425	0.43682795763015747	0.8270228505134583	0.06552749872207642	3.316128730773926	1	AA F AH L	1	AA F AH L	1	AA F AH L	1	AA F AH L	1	AA F AH L	1	AA F AH L	1	AA F AH L	1	AA F AH L	BOTH_CORRECT	BOTH_CORRECT
8548	nightmare	10	8552	N AY T M EH R	6	0.000117	1	0.5442658066749573	0.5442658066749573	0.4557341933250427	0.7887640595436096	0.1982094645500183	1.454817295074463	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	1	N AY T M EH R	BOTH_CORRECT	BOTH_CORRECT
8549	airplane	10	8553	EH R P L EY N	6	0.000117	1	0.544605016708374	0.544605016708374	0.455394983291626	0.7894477844238281	0.09284627437591553	3.1203956604003906	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	1	EH R P L EY N	BOTH_CORRECT	BOTH_CORRECT
8550	reductions	10	8554	R IY D AH K SH AH N Z	9	0.000117	1	0.562576413154602	0.562576413154602	0.43742358684539795	0.8258123993873596	0.1314069628715515	1.7019230127334595	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	1	R IY D AH K SH AH N Z	BOTH_CORRECT	BOTH_CORRECT
8551	istanbul	10	8555	IH S T AA N B UW L	8	0.000117	1	0.5245776176452637	0.5245776176452637	0.47542238235473633	0.749194860458374	0.2594410181045532	1.7182698249816895	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	1	IH S T AA N B UW L	BOTH_CORRECT	BOTH_CORRECT
8552	impose	10	8556	IH M P OW Z	5	0.000117	1	0.5596835613250732	0.5596835613250732	0.44031643867492676	0.8199388980865479	0.18037736415863037	2.170936346054077	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	1	IH M P OW Z	BOTH_CORRECT	BOTH_CORRECT
8553	sega	10	8557	S IY G AH	4	0.000117	1	0.4996882379055023	0.4996882379055023	0.5003117620944977	0.6993765234947205	0.18203622102737427	2.2915496826171875	1	S IY G AH	1	S IY G AH	1	S IY G AH	1	S IY G AH	1	S IY G AH	1	S IY G AH	1	S IY G AH	1	S IY G AH	BOTH_CORRECT	BOTH_CORRECT
