item_id	success_group	n_seeds_exact	n_seeds	target	target_length	morphology	size	mean_lexical_confidence	mean_gate_auxiliary	n_failed_seeds	mean_substitutions_failed_seeds	mean_deletions_failed_seeds	mean_insertions_failed_seeds	mean_raw_edit_distance_failed_seeds	n_premature_eos_failed_seeds	seed19_exact_match	seed19_prediction	seed19_raw_edit_distance	seed19_eos_class	seed20_exact_match	seed20_prediction	seed20_raw_edit_distance	seed20_eos_class	seed21_exact_match	seed21_prediction	seed21_raw_edit_distance	seed21_eos_class	seed22_exact_match	seed22_prediction	seed22_raw_edit_distance	seed22_eos_class
wfe_0870	ALWAYS_SUCCESSFUL	4	4	IH T S ER	4	complex	short	0.5388442575931549	0.4205465018749237	0					0	1	IH T S ER	0.0	EOS_NOT_OBSERVED	1	IH T S ER	0.0	EOS_NOT_OBSERVED	1	IH T S ER	0.0	EOS_NOT_OBSERVED	1	IH T S ER	0.0	EOS_NOT_OBSERVED
wfe_0871	ALWAYS_SUCCESSFUL	4	4	B AY L OW	4	complex	short	0.46856115013360977	0.3863298371434212	0					0	1	B AY L OW	0.0	EOS_NOT_OBSERVED	1	B AY L OW	0.0	EOS_NOT_OBSERVED	1	B AY L OW	0.0	EOS_NOT_OBSERVED	1	B AY L OW	0.0	EOS_NOT_OBSERVED
wfe_0872	ALWAYS_SUCCESSFUL	4	4	IY D IY OW	4	complex	short	0.6138123720884323	0.457303449511528	0					0	1	IY D IY OW	0.0	EOS_NOT_OBSERVED	1	IY D IY OW	0.0	EOS_NOT_OBSERVED	1	IY D IY OW	0.0	EOS_NOT_OBSERVED	1	IY D IY OW	0.0	EOS_NOT_OBSERVED
wfe_0873	MIXED_SUCCESS	3	4	SH OW IH K	4	complex	short	0.6313435584306717	0.4659147784113884	1	4.0	0.0	0.0	4.0	0	1	SH OW IH K	0.0	EOS_NOT_OBSERVED	1	SH OW IH K	0.0	EOS_NOT_OBSERVED	1	SH OW IH K	0.0	EOS_NOT_OBSERVED	0	V AE R IY	4.0	EOS_NOT_OBSERVED
wfe_0874	ALWAYS_SUCCESSFUL	4	4	D AA M ER	4	complex	short	0.4969790354371071	0.3998973071575165	0					0	1	D AA M ER	0.0	EOS_NOT_OBSERVED	1	D AA M ER	0.0	EOS_NOT_OBSERVED	1	D AA M ER	0.0	EOS_NOT_OBSERVED	1	D AA M ER	0.0	EOS_NOT_OBSERVED
wfe_0875	ALWAYS_SUCCESSFUL	4	4	AH P AO R	4	complex	short	0.5144181102514267	0.4083486571907997	0					0	1	AH P AO R	0.0	EOS_NOT_OBSERVED	1	AH P AO R	0.0	EOS_NOT_OBSERVED	1	AH P AO R	0.0	EOS_NOT_OBSERVED	1	AH P AO R	0.0	EOS_NOT_OBSERVED
wfe_0877	ALWAYS_SUCCESSFUL	4	4	N IY CH T	4	complex	short	0.6318802684545517	0.46617782115936274	0					0	1	N IY CH T	0.0	EOS_NOT_OBSERVED	1	N IY CH T	0.0	EOS_NOT_OBSERVED	1	N IY CH T	0.0	EOS_NOT_OBSERVED	1	N IY CH T	0.0	EOS_NOT_OBSERVED
wfe_0878	ALWAYS_SUCCESSFUL	4	4	SH AW T IY	4	complex	short	0.5168841481208801	0.40948688983917236	0					0	1	SH AW T IY	0.0	EOS_NOT_OBSERVED	1	SH AW T IY	0.0	EOS_NOT_OBSERVED	1	SH AW T IY	0.0	EOS_NOT_OBSERVED	1	SH AW T IY	0.0	EOS_NOT_OBSERVED
wfe_0879	ALWAYS_SUCCESSFUL	4	4	G IY V IY	4	complex	short	0.5260418429970741	0.4147244542837143	0					0	1	G IY V IY	0.0	EOS_NOT_OBSERVED	1	G IY V IY	0.0	EOS_NOT_OBSERVED	1	G IY V IY	0.0	EOS_NOT_OBSERVED	1	G IY V IY	0.0	EOS_NOT_OBSERVED
wfe_0880	ALWAYS_SUCCESSFUL	4	4	AE N IH M	4	complex	short	0.4707089066505432	0.3874328061938286	0					0	1	AE N IH M	0.0	EOS_NOT_OBSERVED	1	AE N IH M	0.0	EOS_NOT_OBSERVED	1	AE N IH M	0.0	EOS_NOT_OBSERVED	1	AE N IH M	0.0	EOS_NOT_OBSERVED
wfe_0881	ALWAYS_SUCCESSFUL	4	4	AW CH EY S	4	complex	short	0.4936155676841736	0.39842914044857025	0					0	1	AW CH EY S	0.0	EOS_NOT_OBSERVED	1	AW CH EY S	0.0	EOS_NOT_OBSERVED	1	AW CH EY S	0.0	EOS_NOT_OBSERVED	1	AW CH EY S	0.0	EOS_NOT_OBSERVED
wfe_0882	ALWAYS_SUCCESSFUL	4	4	AY DH IH NG	4	complex	short	0.6179506033658981	0.45907969772815704	0					0	1	AY DH IH NG	0.0	EOS_NOT_OBSERVED	1	AY DH IH NG	0.0	EOS_NOT_OBSERVED	1	AY DH IH NG	0.0	EOS_NOT_OBSERVED	1	AY DH IH NG	0.0	EOS_NOT_OBSERVED
wfe_0883	ALWAYS_SUCCESSFUL	4	4	AH N AE L	4	complex	short	0.5969117358326912	0.4491501897573471	0					0	1	AH N AE L	0.0	EOS_NOT_OBSERVED	1	AH N AE L	0.0	EOS_NOT_OBSERVED	1	AH N AE L	0.0	EOS_NOT_OBSERVED	1	AH N AE L	0.0	EOS_NOT_OBSERVED
wfe_0884	ALWAYS_SUCCESSFUL	4	4	F EY V IY	4	complex	short	0.647609755396843	0.47418730705976486	0					0	1	F EY V IY	0.0	EOS_NOT_OBSERVED	1	F EY V IY	0.0	EOS_NOT_OBSERVED	1	F EY V IY	0.0	EOS_NOT_OBSERVED	1	F EY V IY	0.0	EOS_NOT_OBSERVED
wfe_0885	ALWAYS_SUCCESSFUL	4	4	W AH DH ER	4	complex	short	0.7979802936315536	0.5488316416740417	0					0	1	W AH DH ER	0.0	EOS_NOT_OBSERVED	1	W AH DH ER	0.0	EOS_NOT_OBSERVED	1	W AH DH ER	0.0	EOS_NOT_OBSERVED	1	W AH DH ER	0.0	EOS_NOT_OBSERVED
wfe_0886	MIXED_SUCCESS	3	4	JH ER Z D	4	complex	short	0.5801122561097145	0.4411103054881096	1	2.0	0.0	0.0	2.0	0	0	JH ER T R	2.0	EOS_NOT_OBSERVED	1	JH ER Z D	0.0	EOS_NOT_OBSERVED	1	JH ER Z D	0.0	EOS_NOT_OBSERVED	1	JH ER Z D	0.0	EOS_NOT_OBSERVED
wfe_0887	ALWAYS_SUCCESSFUL	4	4	AO CH IH NG	4	complex	short	0.5588092356920242	0.43006832152605057	0					0	1	AO CH IH NG	0.0	EOS_NOT_OBSERVED	1	AO CH IH NG	0.0	EOS_NOT_OBSERVED	1	AO CH IH NG	0.0	EOS_NOT_OBSERVED	1	AO CH IH NG	0.0	EOS_NOT_OBSERVED
wfe_0888	ALWAYS_SUCCESSFUL	4	4	P ER F ER	4	complex	short	0.46939467638731003	0.386745423078537	0					0	1	P ER F ER	0.0	EOS_NOT_OBSERVED	1	P ER F ER	0.0	EOS_NOT_OBSERVED	1	P ER F ER	0.0	EOS_NOT_OBSERVED	1	P ER F ER	0.0	EOS_NOT_OBSERVED
wfe_0889	ALWAYS_SUCCESSFUL	4	4	AH N OW T	4	complex	short	0.518299788236618	0.41037917137145996	0					0	1	AH N OW T	0.0	EOS_NOT_OBSERVED	1	AH N OW T	0.0	EOS_NOT_OBSERVED	1	AH N OW T	0.0	EOS_NOT_OBSERVED	1	AH N OW T	0.0	EOS_NOT_OBSERVED
wfe_0890	ALWAYS_SUCCESSFUL	4	4	IH S ER T	4	complex	short	0.48739122599363327	0.39554332941770554	0					0	1	IH S ER T	0.0	EOS_NOT_OBSERVED	1	IH S ER T	0.0	EOS_NOT_OBSERVED	1	IH S ER T	0.0	EOS_NOT_OBSERVED	1	IH S ER T	0.0	EOS_NOT_OBSERVED
wfe_0891	ALWAYS_SUCCESSFUL	4	4	AE L AH P	4	complex	short	0.5761704370379448	0.43866948783397675	0					0	1	AE L AH P	0.0	EOS_NOT_OBSERVED	1	AE L AH P	0.0	EOS_NOT_OBSERVED	1	AE L AH P	0.0	EOS_NOT_OBSERVED	1	AE L AH P	0.0	EOS_NOT_OBSERVED
wfe_0892	ALWAYS_SUCCESSFUL	4	4	AH N ER JH	4	complex	short	0.7096635401248932	0.5048360377550125	0					0	1	AH N ER JH	0.0	EOS_NOT_OBSERVED	1	AH N ER JH	0.0	EOS_NOT_OBSERVED	1	AH N ER JH	0.0	EOS_NOT_OBSERVED	1	AH N ER JH	0.0	EOS_NOT_OBSERVED
wfe_0893	ALWAYS_SUCCESSFUL	4	4	D EH L ER	4	complex	short	0.674755334854126	0.48738304525613785	0					0	1	D EH L ER	0.0	EOS_NOT_OBSERVED	1	D EH L ER	0.0	EOS_NOT_OBSERVED	1	D EH L ER	0.0	EOS_NOT_OBSERVED	1	D EH L ER	0.0	EOS_NOT_OBSERVED
wfe_0894	ALWAYS_SUCCESSFUL	4	4	EH N IH T	4	complex	short	0.49983081966638565	0.4015099033713341	0					0	1	EH N IH T	0.0	EOS_NOT_OBSERVED	1	EH N IH T	0.0	EOS_NOT_OBSERVED	1	EH N IH T	0.0	EOS_NOT_OBSERVED	1	EH N IH T	0.0	EOS_NOT_OBSERVED
wfe_0895	ALWAYS_SUCCESSFUL	4	4	V AA L OW	4	complex	short	0.6692709177732468	0.48465619981288904	0					0	1	V AA L OW	0.0	EOS_NOT_OBSERVED	1	V AA L OW	0.0	EOS_NOT_OBSERVED	1	V AA L OW	0.0	EOS_NOT_OBSERVED	1	V AA L OW	0.0	EOS_NOT_OBSERVED
wfe_0896	ALWAYS_SUCCESSFUL	4	4	D EH F UW	4	complex	short	0.5247180387377739	0.41340313851833344	0					0	1	D EH F UW	0.0	EOS_NOT_OBSERVED	1	D EH F UW	0.0	EOS_NOT_OBSERVED	1	D EH F UW	0.0	EOS_NOT_OBSERVED	1	D EH F UW	0.0	EOS_NOT_OBSERVED
wfe_0897	ALWAYS_SUCCESSFUL	4	4	JH ER M ER	4	complex	short	0.4874312952160835	0.39584876596927643	0					0	1	JH ER M ER	0.0	EOS_NOT_OBSERVED	1	JH ER M ER	0.0	EOS_NOT_OBSERVED	1	JH ER M ER	0.0	EOS_NOT_OBSERVED	1	JH ER M ER	0.0	EOS_NOT_OBSERVED
wfe_0898	ALWAYS_SUCCESSFUL	4	4	IH R IY D	4	complex	short	0.46218258142471313	0.38330961018800735	0					0	1	IH R IY D	0.0	EOS_NOT_OBSERVED	1	IH R IY D	0.0	EOS_NOT_OBSERVED	1	IH R IY D	0.0	EOS_NOT_OBSERVED	1	IH R IY D	0.0	EOS_NOT_OBSERVED
wfe_0899	ALWAYS_SUCCESSFUL	4	4	P EY L OW	4	complex	short	0.5400104224681854	0.42124655097723007	0					0	1	P EY L OW	0.0	EOS_NOT_OBSERVED	1	P EY L OW	0.0	EOS_NOT_OBSERVED	1	P EY L OW	0.0	EOS_NOT_OBSERVED	1	P EY L OW	0.0	EOS_NOT_OBSERVED
wfe_0900	ALWAYS_SUCCESSFUL	4	4	AA K T IY M	5	complex	short	0.601033441722393	0.45139841735363007	0					0	1	AA K T IY M	0.0	EOS_NOT_OBSERVED	1	AA K T IY M	0.0	EOS_NOT_OBSERVED	1	AA K T IY M	0.0	EOS_NOT_OBSERVED	1	AA K T IY M	0.0	EOS_NOT_OBSERVED
wfe_0901	ALWAYS_SUCCESSFUL	4	4	HH OW M AE T	5	complex	short	0.499052494764328	0.40086235105991364	0					0	1	HH OW M AE T	0.0	EOS_NOT_OBSERVED	1	HH OW M AE T	0.0	EOS_NOT_OBSERVED	1	HH OW M AE T	0.0	EOS_NOT_OBSERVED	1	HH OW M AE T	0.0	EOS_NOT_OBSERVED
wfe_0902	ALWAYS_SUCCESSFUL	4	4	OW P IH S T	5	complex	short	0.5195726901292801	0.4107898101210594	0					0	1	OW P IH S T	0.0	EOS_NOT_OBSERVED	1	OW P IH S T	0.0	EOS_NOT_OBSERVED	1	OW P IH S T	0.0	EOS_NOT_OBSERVED	1	OW P IH S T	0.0	EOS_NOT_OBSERVED
wfe_0903	MIXED_SUCCESS	3	4	G OW V IY OW	5	complex	short	0.44636132568120956	0.3759031742811203	1	0.0	1.0	1.0	2.0	0	1	G OW V IY OW	0.0	EOS_NOT_OBSERVED	0	G OW V OW IY	2.0	EOS_NOT_OBSERVED	1	G OW V IY OW	0.0	EOS_NOT_OBSERVED	1	G OW V IY OW	0.0	EOS_NOT_OBSERVED
wfe_0904	ALWAYS_SUCCESSFUL	4	4	B IH L W EY	5	complex	short	0.5792682319879532	0.4404980093240738	0					0	1	B IH L W EY	0.0	EOS_NOT_OBSERVED	1	B IH L W EY	0.0	EOS_NOT_OBSERVED	1	B IH L W EY	0.0	EOS_NOT_OBSERVED	1	B IH L W EY	0.0	EOS_NOT_OBSERVED
wfe_0905	ALWAYS_SUCCESSFUL	4	4	IY K AO R G	5	complex	short	0.5444581881165504	0.42311283200979233	0					0	1	IY K AO R G	0.0	EOS_NOT_OBSERVED	1	IY K AO R G	0.0	EOS_NOT_OBSERVED	1	IY K AO R G	0.0	EOS_NOT_OBSERVED	1	IY K AO R G	0.0	EOS_NOT_OBSERVED
wfe_0906	ALWAYS_SUCCESSFUL	4	4	R AE D IH S	5	complex	short	0.4797656312584877	0.39163853228092194	0					0	1	R AE D IH S	0.0	EOS_NOT_OBSERVED	1	R AE D IH S	0.0	EOS_NOT_OBSERVED	1	R AE D IH S	0.0	EOS_NOT_OBSERVED	1	R AE D IH S	0.0	EOS_NOT_OBSERVED
wfe_0907	ALWAYS_SUCCESSFUL	4	4	S OW P AH T	5	complex	short	0.7349289059638977	0.5174360871315002	0					0	1	S OW P AH T	0.0	EOS_NOT_OBSERVED	1	S OW P AH T	0.0	EOS_NOT_OBSERVED	1	S OW P AH T	0.0	EOS_NOT_OBSERVED	1	S OW P AH T	0.0	EOS_NOT_OBSERVED
wfe_0908	MIXED_SUCCESS	3	4	HH IH M AH M	5	complex	short	0.6271788775920868	0.46440861374139786	1	1.0	0.0	0.0	1.0	0	1	HH IH M AH M	0.0	EOS_NOT_OBSERVED	1	HH IH M AH M	0.0	EOS_NOT_OBSERVED	0	HH IH M AH S	1.0	EOS_NOT_OBSERVED	1	HH IH M AH M	0.0	EOS_NOT_OBSERVED
wfe_0909	ALWAYS_SUCCESSFUL	4	4	S AE K N OW	5	complex	short	0.5218230336904526	0.41258272528648376	0					0	1	S AE K N OW	0.0	EOS_NOT_OBSERVED	1	S AE K N OW	0.0	EOS_NOT_OBSERVED	1	S AE K N OW	0.0	EOS_NOT_OBSERVED	1	S AE K N OW	0.0	EOS_NOT_OBSERVED
wfe_0910	MIXED_SUCCESS	1	4	AH N K R AW	5	complex	short	0.5328361243009567	0.4178647994995117	3	2.0	0.3333333333333333	0.3333333333333333	2.6666666666666665	0	0	S AH K L Y	4.0	EOS_NOT_OBSERVED	0	AH N R UW P	3.0	EOS_NOT_OBSERVED	0	AH N K L AW	1.0	EOS_NOT_OBSERVED	1	AH N K R AW	0.0	EOS_NOT_OBSERVED
wfe_0911	ALWAYS_SUCCESSFUL	4	4	B UH L F ER	5	complex	short	0.5648445934057236	0.4328857511281967	0					0	1	B UH L F ER	0.0	EOS_NOT_OBSERVED	1	B UH L F ER	0.0	EOS_NOT_OBSERVED	1	B UH L F ER	0.0	EOS_NOT_OBSERVED	1	B UH L F ER	0.0	EOS_NOT_OBSERVED
wfe_0912	MIXED_SUCCESS	3	4	N AA N V ER	5	complex	short	0.5929333344101906	0.44731684029102325	1	1.0	0.0	0.0	1.0	0	1	N AA N V ER	0.0	EOS_NOT_OBSERVED	1	N AA N V ER	0.0	EOS_NOT_OBSERVED	1	N AA N V ER	0.0	EOS_NOT_OBSERVED	0	N AA N F ER	1.0	EOS_NOT_OBSERVED
wfe_0913	ALWAYS_SUCCESSFUL	4	4	D EH F ER K	5	complex	short	0.5246601998806	0.41388434916734695	0					0	1	D EH F ER K	0.0	EOS_NOT_OBSERVED	1	D EH F ER K	0.0	EOS_NOT_OBSERVED	1	D EH F ER K	0.0	EOS_NOT_OBSERVED	1	D EH F ER K	0.0	EOS_NOT_OBSERVED
wfe_0914	MIXED_SUCCESS	3	4	B IY OW M OW	5	complex	short	0.42785710096359253	0.3674830049276352	1	0.0	1.0	1.0	2.0	0	1	B IY OW M OW	0.0	EOS_NOT_OBSERVED	0	B IY M OW OW	2.0	EOS_NOT_OBSERVED	1	B IY OW M OW	0.0	EOS_NOT_OBSERVED	1	B IY OW M OW	0.0	EOS_NOT_OBSERVED
wfe_0915	ALWAYS_SUCCESSFUL	4	4	AE D V IY OW	5	complex	short	0.5115873217582703	0.4069969058036804	0					0	1	AE D V IY OW	0.0	EOS_NOT_OBSERVED	1	AE D V IY OW	0.0	EOS_NOT_OBSERVED	1	AE D V IY OW	0.0	EOS_NOT_OBSERVED	1	AE D V IY OW	0.0	EOS_NOT_OBSERVED
wfe_0916	ALWAYS_SUCCESSFUL	4	4	M AH L B OY	5	complex	short	0.4973379448056221	0.4000850766897201	0					0	1	M AH L B OY	0.0	EOS_NOT_OBSERVED	1	M AH L B OY	0.0	EOS_NOT_OBSERVED	1	M AH L B OY	0.0	EOS_NOT_OBSERVED	1	M AH L B OY	0.0	EOS_NOT_OBSERVED
wfe_0917	MIXED_SUCCESS	3	4	AE G R AE T	5	complex	short	0.4731505289673805	0.3886343911290169	1	0.0	1.0	1.0	2.0	0	0	AE R G AE T	2.0	EOS_NOT_OBSERVED	1	AE G R AE T	0.0	EOS_NOT_OBSERVED	1	AE G R AE T	0.0	EOS_NOT_OBSERVED	1	AE G R AE T	0.0	EOS_NOT_OBSERVED
wfe_0918	ALWAYS_SUCCESSFUL	4	4	B IH F IH K	5	complex	short	0.5369616001844406	0.4193626791238785	0					0	1	B IH F IH K	0.0	EOS_NOT_OBSERVED	1	B IH F IH K	0.0	EOS_NOT_OBSERVED	1	B IH F IH K	0.0	EOS_NOT_OBSERVED	1	B IH F IH K	0.0	EOS_NOT_OBSERVED
wfe_0919	ALWAYS_SUCCESSFUL	4	4	AH S AA S IY	5	complex	short	0.5162253752350807	0.40917227417230606	0					0	1	AH S AA S IY	0.0	EOS_NOT_OBSERVED	1	AH S AA S IY	0.0	EOS_NOT_OBSERVED	1	AH S AA S IY	0.0	EOS_NOT_OBSERVED	1	AH S AA S IY	0.0	EOS_NOT_OBSERVED
wfe_0920	MIXED_SUCCESS	3	4	AH N IY M D	5	complex	short	0.6175230294466019	0.45904701948165894	1	2.0	0.0	0.0	2.0	0	1	AH N IY M D	0.0	EOS_NOT_OBSERVED	0	AH N M IH D	2.0	EOS_NOT_OBSERVED	1	AH N IY M D	0.0	EOS_NOT_OBSERVED	1	AH N IY M D	0.0	EOS_NOT_OBSERVED
wfe_0921	ALWAYS_SUCCESSFUL	4	4	IH N V AO R	5	complex	short	0.5932328179478645	0.44727110117673874	0					0	1	IH N V AO R	0.0	EOS_NOT_OBSERVED	1	IH N V AO R	0.0	EOS_NOT_OBSERVED	1	IH N V AO R	0.0	EOS_NOT_OBSERVED	1	IH N V AO R	0.0	EOS_NOT_OBSERVED
wfe_0922	ALWAYS_SUCCESSFUL	4	4	F ER S AY D	5	complex	short	0.5429401248693466	0.4233158826828003	0					0	1	F ER S AY D	0.0	EOS_NOT_OBSERVED	1	F ER S AY D	0.0	EOS_NOT_OBSERVED	1	F ER S AY D	0.0	EOS_NOT_OBSERVED	1	F ER S AY D	0.0	EOS_NOT_OBSERVED
wfe_0923	MIXED_SUCCESS	3	4	T IY T IH N	5	complex	short	0.567463144659996	0.4343521445989609	1	2.0	0.0	0.0	2.0	0	1	T IY T IH N	0.0	EOS_NOT_OBSERVED	1	T IY T IH N	0.0	EOS_NOT_OBSERVED	1	T IY T IH N	0.0	EOS_NOT_OBSERVED	0	T IY D IH P	2.0	EOS_NOT_OBSERVED
wfe_0924	ALWAYS_SUCCESSFUL	4	4	G EH T ER T	5	complex	short	0.5686897784471512	0.4351072311401367	0					0	1	G EH T ER T	0.0	EOS_NOT_OBSERVED	1	G EH T ER T	0.0	EOS_NOT_OBSERVED	1	G EH T ER T	0.0	EOS_NOT_OBSERVED	1	G EH T ER T	0.0	EOS_NOT_OBSERVED
wfe_0925	ALWAYS_SUCCESSFUL	4	4	R IY K AW S	5	complex	short	0.46484173089265823	0.38464319705963135	0					0	1	R IY K AW S	0.0	EOS_NOT_OBSERVED	1	R IY K AW S	0.0	EOS_NOT_OBSERVED	1	R IY K AW S	0.0	EOS_NOT_OBSERVED	1	R IY K AW S	0.0	EOS_NOT_OBSERVED
wfe_0926	ALWAYS_SUCCESSFUL	4	4	M AH SH IH N	5	complex	short	0.5836511254310608	0.4423845186829567	0					0	1	M AH SH IH N	0.0	EOS_NOT_OBSERVED	1	M AH SH IH N	0.0	EOS_NOT_OBSERVED	1	M AH SH IH N	0.0	EOS_NOT_OBSERVED	1	M AH SH IH N	0.0	EOS_NOT_OBSERVED
wfe_0927	ALWAYS_SUCCESSFUL	4	4	R EH D W IY	5	complex	short	0.682299330830574	0.4912833571434021	0					0	1	R EH D W IY	0.0	EOS_NOT_OBSERVED	1	R EH D W IY	0.0	EOS_NOT_OBSERVED	1	R EH D W IY	0.0	EOS_NOT_OBSERVED	1	R EH D W IY	0.0	EOS_NOT_OBSERVED
wfe_0928	ALWAYS_SUCCESSFUL	4	4	HH IH M B IY	5	complex	short	0.5335857570171356	0.41759325563907623	0					0	1	HH IH M B IY	0.0	EOS_NOT_OBSERVED	1	HH IH M B IY	0.0	EOS_NOT_OBSERVED	1	HH IH M B IY	0.0	EOS_NOT_OBSERVED	1	HH IH M B IY	0.0	EOS_NOT_OBSERVED
wfe_0929	ALWAYS_SUCCESSFUL	4	4	Y UW R AW N	5	complex	short	0.5430067852139473	0.4231242164969444	0					0	1	Y UW R AW N	0.0	EOS_NOT_OBSERVED	1	Y UW R AW N	0.0	EOS_NOT_OBSERVED	1	Y UW R AW N	0.0	EOS_NOT_OBSERVED	1	Y UW R AW N	0.0	EOS_NOT_OBSERVED
wfe_0930	MIXED_SUCCESS	3	4	M IH N T AY	5	complex	short	0.47251027077436447	0.3882356956601143	1	0.0	1.0	1.0	2.0	0	1	M IH N T AY	0.0	EOS_NOT_OBSERVED	0	M IH T N AY	2.0	EOS_NOT_OBSERVED	1	M IH N T AY	0.0	EOS_NOT_OBSERVED	1	M IH N T AY	0.0	EOS_NOT_OBSERVED
wfe_0931	ALWAYS_SUCCESSFUL	4	4	P ER T AH T	5	complex	short	0.6391567140817642	0.4699607864022255	0					0	1	P ER T AH T	0.0	EOS_NOT_OBSERVED	1	P ER T AH T	0.0	EOS_NOT_OBSERVED	1	P ER T AH T	0.0	EOS_NOT_OBSERVED	1	P ER T AH T	0.0	EOS_NOT_OBSERVED
wfe_0932	ALWAYS_SUCCESSFUL	4	4	P ER L IH K	5	complex	short	0.5140784978866577	0.408155657351017	0					0	1	P ER L IH K	0.0	EOS_NOT_OBSERVED	1	P ER L IH K	0.0	EOS_NOT_OBSERVED	1	P ER L IH K	0.0	EOS_NOT_OBSERVED	1	P ER L IH K	0.0	EOS_NOT_OBSERVED
wfe_0933	MIXED_SUCCESS	2	4	S ER V AY D AH D	7	complex	long	0.6589058339595795	0.47953880578279495	2	1.5	0.0	0.0	1.5	0	1	S ER V AY D AH D	0.0	EOS_NOT_OBSERVED	1	S ER V AY D AH D	0.0	EOS_NOT_OBSERVED	0	S ER V AY D AH L	1.0	EOS_NOT_OBSERVED	0	S ER V ER D AH L	2.0	EOS_NOT_OBSERVED
wfe_0934	ALWAYS_SUCCESSFUL	4	4	IH N T IH P AH L	7	complex	long	0.5306202247738838	0.4162076488137245	0					0	1	IH N T IH P AH L	0.0	EOS_NOT_OBSERVED	1	IH N T IH P AH L	0.0	EOS_NOT_OBSERVED	1	IH N T IH P AH L	0.0	EOS_NOT_OBSERVED	1	IH N T IH P AH L	0.0	EOS_NOT_OBSERVED
wfe_0935	ALWAYS_SUCCESSFUL	4	4	P AH B S AY D Z	7	complex	long	0.6066728383302689	0.45365577191114426	0					0	1	P AH B S AY D Z	0.0	EOS_NOT_OBSERVED	1	P AH B S AY D Z	0.0	EOS_NOT_OBSERVED	1	P AH B S AY D Z	0.0	EOS_NOT_OBSERVED	1	P AH B S AY D Z	0.0	EOS_NOT_OBSERVED
wfe_0936	MIXED_SUCCESS	2	4	D AH S OW SH IY OW	7	complex	long	0.4417290315032005	0.3739446997642517	2	2.0	1.0	0.5	3.5	1	0	D AH S OW S AY CH	3.0	EOS_NOT_OBSERVED	1	D AH S OW SH IY OW	0.0	EOS_NOT_OBSERVED	1	D AH S OW SH IY OW	0.0	EOS_NOT_OBSERVED	0	AH S T OW JH IY	4.0	PREMATURE_EOS
wfe_0937	MIXED_SUCCESS	3	4	B Y UW T IY N Z	7	complex	long	0.479495607316494	0.3915146514773369	1	1.0	1.0	1.0	3.0	0	1	B Y UW T IY N Z	0.0	EOS_NOT_OBSERVED	1	B Y UW T IY N Z	0.0	EOS_NOT_OBSERVED	1	B Y UW T IY N Z	0.0	EOS_NOT_OBSERVED	0	B UW T Y UW N Z	3.0	EOS_NOT_OBSERVED
wfe_0938	MIXED_SUCCESS	3	4	EH D AH T R AH L	7	complex	long	0.6037427484989166	0.45213013142347336	1	2.0	0.0	0.0	2.0	0	0	EH D AH T R IH CH	2.0	EOS_NOT_OBSERVED	1	EH D AH T R AH L	0.0	EOS_NOT_OBSERVED	1	EH D AH T R AH L	0.0	EOS_NOT_OBSERVED	1	EH D AH T R AH L	0.0	EOS_NOT_OBSERVED
wfe_0939	ALWAYS_SUCCESSFUL	4	4	P AH B L IH T IY	7	complex	long	0.6906295418739319	0.49531926959753036	0					0	1	P AH B L IH T IY	0.0	EOS_NOT_OBSERVED	1	P AH B L IH T IY	0.0	EOS_NOT_OBSERVED	1	P AH B L IH T IY	0.0	EOS_NOT_OBSERVED	1	P AH B L IH T IY	0.0	EOS_NOT_OBSERVED
wfe_0940	ALWAYS_SUCCESSFUL	4	4	HH AA R JH IH NG Z	7	complex	long	0.639219805598259	0.469988614320755	0					0	1	HH AA R JH IH NG Z	0.0	EOS_NOT_OBSERVED	1	HH AA R JH IH NG Z	0.0	EOS_NOT_OBSERVED	1	HH AA R JH IH NG Z	0.0	EOS_NOT_OBSERVED	1	HH AA R JH IH NG Z	0.0	EOS_NOT_OBSERVED
wfe_0941	MIXED_SUCCESS	2	4	B IY N S P AO R	7	complex	long	0.4523609131574631	0.3787161558866501	2	1.0	1.0	0.5	2.5	1	1	B IY N S P AO R	0.0	EOS_NOT_OBSERVED	0	B IY S N P AO R	2.0	EOS_NOT_OBSERVED	0	B IY N S Y UW	3.0	PREMATURE_EOS	1	B IY N S P AO R	0.0	EOS_NOT_OBSERVED
wfe_0942	MIXED_SUCCESS	1	4	B R OW V EH L F	7	complex	long	0.46728312969207764	0.3858172670006752	3	1.6666666666666667	0.6666666666666666	0.3333333333333333	2.6666666666666665	1	0	B R AE V F IH L	4.0	EOS_NOT_OBSERVED	0	B R OW V AY L	2.0	PREMATURE_EOS	1	B R OW V EH L F	0.0	EOS_NOT_OBSERVED	0	B R OW F EH L V	2.0	EOS_NOT_OBSERVED
wfe_0943	MIXED_SUCCESS	2	4	HH IH M AH L EY S	7	complex	long	0.5312163680791855	0.41641444712877274	2	1.0	0.0	0.0	1.0	0	0	HH IH M AH L EY Z	1.0	EOS_NOT_OBSERVED	0	HH IH M AH L AY S	1.0	EOS_NOT_OBSERVED	1	HH IH M AH L EY S	0.0	EOS_NOT_OBSERVED	1	HH IH M AH L EY S	0.0	EOS_NOT_OBSERVED
